filename,url,bytes,sha256
UID_0010138_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0010/0010138/data/UID_0010138_RVC_002.tbl,4139,71a4ad02b3309b756b3ecab55dea357abdd9b92c034621f080691f84965b0740
UID_0010138_RVC_003.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0010/0010138/data/UID_0010138_RVC_003.tbl,2406,20bce8781b179f381c073908be2defbe806e8bad91a247222f2103b1373dabae
UID_0011397_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0011/0011397/data/UID_0011397_RVC_001.tbl,3200,51600d4e00a802cc657419abf2c88bc4128ac43d974511621e5126a900782be9
UID_0011791_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0011/0011791/data/UID_0011791_RVC_001.tbl,6109,019750e0430890c43d4249eeee29164862ff42eb3968a673e51fdf49d3af925c
UID_0012048_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012048/data/UID_0012048_RVC_001.tbl,5977,b63e22b3d87036092192a9b2656ed324493d6054d0bcedc6561c6e912452e23d
UID_0012048_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012048/data/UID_0012048_RVC_002.tbl,4250,94d1425fcbb5309c12f05c82efbe766c4df1ceea5b0af72d5c55be1db3587aae
UID_0012114_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012114/data/UID_0012114_RVC_001.tbl,4532,78490b08779bb18535e2260e63b2a0d8abf7a282db163d9a06cfb512632e3db0
UID_0012114_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012114/data/UID_0012114_RVC_002.tbl,3773,763a0fbb2f67962eb788dab95b330608c59835d30418ea995eccd6e9bc2057ce
UID_0012114_RVC_003.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012114/data/UID_0012114_RVC_003.tbl,1731,9d9aba3121733b59cf00299bc2a096b87faccfba4ed836059b344d2250d3b8e0
UID_0012184_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012184/data/UID_0012184_RVC_001.tbl,7658,fa209b625bddc6a1b2b6b84adc3fc750a9c7ee619547e61af8ff40a9328e82b1
UID_0012186_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012186/data/UID_0012186_RVC_001.tbl,6312,4ccd5c1582572a394cf5f8d5a05ed0daf67feb1020bc815103cd9d0b8f375e44
UID_0012186_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012186/data/UID_0012186_RVC_002.tbl,1983,6a406133fa4c551f6e13dec5cb67c2abcd0597a87057b914ac54f61b56d0e76c
UID_0012189_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012189/data/UID_0012189_RVC_001.tbl,7736,065e37c869e08d1233c20639e973f63b7f5c536b302db208e1b6f8576b2e68ce
UID_0012191_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012191/data/UID_0012191_RVC_001.tbl,4126,c98f69d88084ffa14c226e7c894edd556c89366de8359ebcce7e0dcbc8a7a523
UID_0012247_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012247/data/UID_0012247_RVC_001.tbl,3453,4d6f773e010651c8e742913af27a7b361d7488a0a51f10708c936e505757414f
UID_0012638_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012638/data/UID_0012638_RVC_001.tbl,2578,ecf7bf2bcf7975b379bcfce805ee282f661723f6643ddf31bb23a72993b996e7
UID_0012638_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012638/data/UID_0012638_RVC_002.tbl,2448,4e7ee5f2b6ddb217014689dffddc04212ed80bd8b20aa071d82d133fa8753d2e
UID_0012638_RVC_003.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012638/data/UID_0012638_RVC_003.tbl,1999,f714e5535d99e99a0d357974c29e9e1e04368e9abdf54ebfbe47b31e34953e64
UID_0012653_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012653/data/UID_0012653_RVC_001.tbl,2218,f4b641afa90243071e010c1f327e250339db8a0d878ce5a6d2beac4d4a7568b5
UID_0012653_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012653/data/UID_0012653_RVC_002.tbl,3040,7b1e6f9c248bdcb4837af1c420a7d7e2db3f3fdbbc7dcb6da1da4309dac9a0fe
UID_0012653_RVC_003.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012653/data/UID_0012653_RVC_003.tbl,7166,6aff9192e458019f18b0f906f8e11182065070af94f51884c596f8cfc2af6e94
UID_0012653_RVC_004.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012653/data/UID_0012653_RVC_004.tbl,3013,93bea48b8096e49280c313d3b20d84c1a75e947382311e8181d8864a7fcd7abf
UID_0012961_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0012/0012961/data/UID_0012961_RVC_001.tbl,4283,6960be1a81a27958da18a884c14c846c100582885b087b44b3a33e2603e2e560
UID_0013192_RVC_001.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0013/0013192/data/UID_0013192_RVC_001.tbl,3075,6e42cb22e0191b85ca00a79efdef3cf298ce6bffd49b79e049025ba62e5afb8d
UID_0013192_RVC_002.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0013/0013192/data/UID_0013192_RVC_002.tbl,2170,f72d16783885e00f4200c83520aa97688446158006f4615634575c05fe209cd2
UID_0013192_RVC_003.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0013/0013192/data/UID_0013192_RVC_003.tbl,2528,ca56f591e8dbf05fe2058c552a4fa4a84a4485342ff451b479046d8d09def2f3
UID_0013192_RVC_004.tbl,http://exoplanetarchive.ipac.caltech.edu:80/data/ExoData/0013/0013192/data/UID_0013192_RVC_004.tbl,2898,c9c7ba60bc3d0ca843d194c9da9d6ed33a1ba988f4064fb9100671fce0b601cf
