rms_max,min_obs,N,median_log_sigma,median_log_rho,ks_pass_frac,lb_pass_frac,frac_matern32,frac_sho,frac_sho+matern32,frac_rotation
2.0,10,341,0.8330448748768845,3.782886512497282,0.9882352941176471,0.9,0.624633431085044,0.36070381231671556,0.008797653958944282,0.005865102639296188
2.0,25,238,0.9787074958247968,3.8745978347471834,0.9873949579831933,0.907563025210084,0.6008403361344538,0.38235294117647056,0.012605042016806723,0.004201680672268907
3.0,10,444,0.9437106981937355,3.779958243099646,0.9841986455981941,0.9051918735891648,0.5878378378378378,0.38963963963963966,0.01126126126126126,0.01126126126126126
3.0,15,444,0.9437106981937355,3.779958243099646,0.9841986455981941,0.9051918735891648,0.5878378378378378,0.38963963963963966,0.01126126126126126,0.01126126126126126
3.0,25,320,1.04681158985335,3.846528836296458,0.98125,0.909375,0.571875,0.40625,0.015625,0.00625
5.0,10,444,0.9437106981937355,3.779958243099646,0.9841986455981941,0.9051918735891648,0.5878378378378378,0.38963963963963966,0.01126126126126126,0.01126126126126126
5.0,25,320,1.04681158985335,3.846528836296458,0.98125,0.909375,0.571875,0.40625,0.015625,0.00625
inf,15,444,0.9437106981937355,3.779958243099646,0.9841986455981941,0.9051918735891648,0.5878378378378378,0.38963963963963966,0.01126126126126126,0.01126126126126126
