file,host_in_file,n_obs,t_baseline_days,telescope,reference,pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
UID_0070890_RVC_002.tbl,Proxima Cen,70,2188.878422214184,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Kueyen,,Proxima Cen d,Proxima Cen,,HIP 70890,TIC 388857263,217.3934657,-62.6761821,1.30119,5.12338,0.00035,-0.00035,0.02881,0.00017,-0.00017,0.0,,,,,,,,,2460557.55,0.16,-0.16,,,,0.00081805,0.00011956,-0.00011956,0.00081805,0.00011956,-0.00011956,0.392,0.057,-0.057,0.1221,0.0022,-0.0022,0.141,0.021,-0.021,2900.0,100.0,-100.0,Radial Velocity,2025.0,1.0
UID_0071284_RVC_001.tbl,HD 128167,36,4839.756830000319,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0071284_RVC_002.tbl,HD 128167,18,2256.8596399999224,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0071395_RVC_001.tbl,HD 128311,30,1504.9439999996684,10m Keck I,"Butler et al. 2003 (ApJ, 582, 455)",HD 128311 b,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,453.019,0.404,-0.404,1.084,0.006,-0.006,0.303,0.011,-0.011,30.0,,,57.864,3.258,-3.258,2450198.691,4.472,-4.472,,,,1.769,0.023,-0.023,1.769,0.023,-0.023,55.627,0.456,-0.456,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2002.0,1.0
UID_0071395_RVC_001.tbl,HD 128311,30,1504.9439999996684,10m Keck I,"Butler et al. 2003 (ApJ, 582, 455)",HD 128311 c,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,921.538,1.15,-1.15,1.74,0.01,-0.01,0.159,0.006,-0.006,55.95,14.553,-14.553,15.445,6.87,-6.87,2449565.615,18.01,-18.01,,,,3.789,0.924,-0.432,3.125,0.069,-0.069,74.799,1.497,-1.497,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2005.0,1.0
UID_0071395_RVC_002.tbl,HD 128311,76,2500.030999999959,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 128311 b,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,453.019,0.404,-0.404,1.084,0.006,-0.006,0.303,0.011,-0.011,30.0,,,57.864,3.258,-3.258,2450198.691,4.472,-4.472,,,,1.769,0.023,-0.023,1.769,0.023,-0.023,55.627,0.456,-0.456,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2002.0,1.0
UID_0071395_RVC_002.tbl,HD 128311,76,2500.030999999959,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 128311 c,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,921.538,1.15,-1.15,1.74,0.01,-0.01,0.159,0.006,-0.006,55.95,14.553,-14.553,15.445,6.87,-6.87,2449565.615,18.01,-18.01,,,,3.789,0.924,-0.432,3.125,0.069,-0.069,74.799,1.497,-1.497,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2005.0,1.0
UID_0071395_RVC_003.tbl,HD 128311,78,855.6496600001119,9.2m Hobby Eberly Telescope (HET),"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 128311 b,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,453.019,0.404,-0.404,1.084,0.006,-0.006,0.303,0.011,-0.011,30.0,,,57.864,3.258,-3.258,2450198.691,4.472,-4.472,,,,1.769,0.023,-0.023,1.769,0.023,-0.023,55.627,0.456,-0.456,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2002.0,1.0
UID_0071395_RVC_003.tbl,HD 128311,78,855.6496600001119,9.2m Hobby Eberly Telescope (HET),"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 128311 c,HD 128311,HD 128311,HIP 71395,TIC 349606708,219.0032292,9.7454368,16.3292,921.538,1.15,-1.15,1.74,0.01,-0.01,0.159,0.006,-0.006,55.95,14.553,-14.553,15.445,6.87,-6.87,2449565.615,18.01,-18.01,,,,3.789,0.924,-0.432,3.125,0.069,-0.069,74.799,1.497,-1.497,0.828,0.008,-0.012,0.76,0.02,-0.02,,,,Radial Velocity,2005.0,1.0
UID_0072203_RVC_001.tbl,HD 129445,17,2153.0889000003226,6.5m Magellan II (Clay),"Arriagada et al. 2010 (ApJ, 711, 1229)",HD 129445 b,HD 129445,HD 129445,HIP 72203,TIC 258186667,221.5104196,-68.7629901,67.4386,1840.0,55.0,-55.0,2.9,0.2,-0.2,0.7,0.1,-0.1,,,,163.0,15.0,-15.0,2453093.0,50.0,-50.0,,,,1.6,0.6,-0.6,1.6,0.6,-0.6,38.0,6.0,-6.0,0.99,,,,,,,,,Radial Velocity,2009.0,1.0
UID_0072339_RVC_001.tbl,HD 130322,12,1670.3470490002073,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",HD 130322 b,HD 130322,HD 130322,HIP 72339,TIC 189694184,221.8857975,-0.2820782,31.8766,10.70871,0.00018,-0.00018,0.0925,,,0.029,0.016,-0.016,,,,193.0,36.0,-36.0,2453996.4,1.1,-1.1,,,,1.15,,,1.15,,,112.5,2.4,-2.4,0.92,0.03,-0.03,0.85,0.04,-0.04,5387.0,44.0,-44.0,Radial Velocity,1999.0,1.0
UID_0072339_RVC_002.tbl,HD 130322,118,166.6404760000296,1.2m Euler Swiss telescope,"Udry et al. 2000 (A&A, 356, 590)",HD 130322 b,HD 130322,HD 130322,HIP 72339,TIC 189694184,221.8857975,-0.2820782,31.8766,10.70871,0.00018,-0.00018,0.0925,,,0.029,0.016,-0.016,,,,193.0,36.0,-36.0,2453996.4,1.1,-1.1,,,,1.15,,,1.15,,,112.5,2.4,-2.4,0.92,0.03,-0.03,0.85,0.04,-0.04,5387.0,44.0,-44.0,Radial Velocity,1999.0,1.0
UID_0072339_RVC_003.tbl,HD 130322,30,720.1207300000824,9.2m Hobby Eberly Telescope (HET),"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 130322 b,HD 130322,HD 130322,HIP 72339,TIC 189694184,221.8857975,-0.2820782,31.8766,10.70871,0.00018,-0.00018,0.0925,,,0.029,0.016,-0.016,,,,193.0,36.0,-36.0,2453996.4,1.1,-1.1,,,,1.15,,,1.15,,,112.5,2.4,-2.4,0.92,0.03,-0.03,0.85,0.04,-0.04,5387.0,44.0,-44.0,Radial Velocity,1999.0,1.0
UID_0072339_RVC_004.tbl,HD 130322,5,666.1941799996421,2.7m Harlan J. Smith (HJS) telescope,"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 130322 b,HD 130322,HD 130322,HIP 72339,TIC 189694184,221.8857975,-0.2820782,31.8766,10.70871,0.00018,-0.00018,0.0925,,,0.029,0.016,-0.016,,,,193.0,36.0,-36.0,2453996.4,1.1,-1.1,,,,1.15,,,1.15,,,112.5,2.4,-2.4,0.92,0.03,-0.03,0.85,0.04,-0.04,5387.0,44.0,-44.0,Radial Velocity,1999.0,1.0
UID_0072659_RVC_001.tbl,HD 131156,5,1979.7122300001793,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0072659_RVC_002.tbl,HD 131156,15,3708.78582999995,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073146_RVC_001.tbl,HD 132406,17,747.9602999999188,1.93m,"da Silva et al. 2007 (A&A, 473, 323)",HD 132406 b,HD 132406,HD 132406,HIP 73146,TIC 309808219,224.2276121,53.3809615,70.7832,908.0,16.0,-16.0,,,,0.25,0.063,-0.075,,,,239.0,13.0,-13.0,2457164.0,69.0,-69.0,,,,5.94,0.65,-0.59,,,,,,,0.973,0.04,-0.04,,,,,,,Radial Velocity,2007.0,1.0
UID_0073146_RVC_002.tbl,HD 132406,4,149.8550999998115,1.93m,"da Silva et al. 2007 (A&A, 473, 323)",HD 132406 b,HD 132406,HD 132406,HIP 73146,TIC 309808219,224.2276121,53.3809615,70.7832,908.0,16.0,-16.0,,,,0.25,0.063,-0.075,,,,239.0,13.0,-13.0,2457164.0,69.0,-69.0,,,,5.94,0.65,-0.59,,,,,,,0.973,0.04,-0.04,,,,,,,Radial Velocity,2007.0,1.0
UID_0073184_RVC_001.tbl,HD 131977,77,4845.79224999994,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073184_RVC_002.tbl,HD 131977,5,269.2028000000864,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073261_RVC_001.tbl,HD 132563 B,47,3644.9498000000603,3.58m TNG,"Desidera et al. 2011 (2011, A&A, 533A, 90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073408_RVC_001.tbl,HD 131664,41,1462.9233929999173,3.6m,"Moutou et al. 2009 (A&A, 496, 513)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073996_RVC_001.tbl,HD 134083,23,4839.753000000026,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0073996_RVC_002.tbl,HD 134083,22,2523.967299999669,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0074500_RVC_001.tbl,HD 134987,11,825.7058000001125,3.9m Anglo-Australian Telescope (AAT),"Butler et al. 2001 (ApJ, 555, 410)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_001.tbl,HD 134987,11,825.7058000001125,3.9m Anglo-Australian Telescope (AAT),"Butler et al. 2001 (ApJ, 555, 410)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074500_RVC_002.tbl,HD 134987,34,2603.8501730002463,3.9m Anglo-Australian Telescope,"Butler et al. 2006 (ApJ, 646, 505)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_002.tbl,HD 134987,34,2603.8501730002463,3.9m Anglo-Australian Telescope,"Butler et al. 2006 (ApJ, 646, 505)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074500_RVC_003.tbl,HD 134987,56,3149.272928999737,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_003.tbl,HD 134987,56,3149.272928999737,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074500_RVC_004.tbl,HD 134987,63,4194.6497000004165,3.9m Anglo-Australian Telescope (AAT),"Jones et al. 2009 (arXiv, 0912, 2716)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_004.tbl,HD 134987,63,4194.6497000004165,3.9m Anglo-Australian Telescope (AAT),"Jones et al. 2009 (arXiv, 0912, 2716)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074500_RVC_005.tbl,HD 134987,75,4773.041399999987,10m Keck I,"Jones et al. 2009 (arXiv, 0912, 2716)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_005.tbl,HD 134987,75,4773.041399999987,10m Keck I,"Jones et al. 2009 (arXiv, 0912, 2716)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074500_RVC_006.tbl,HD 134987,43,1134.9230999997817,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 134987 b,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,258.17999,0.07,-0.07,0.81,0.02,-0.02,0.23,0.0,0.0,,,,,,,,,,,,,1.61,0.07,-0.07,1.61,0.07,-0.07,49.5,0.2,-0.2,1.1,0.07,-0.07,1.22,0.03,-0.03,5736.0,17.0,-17.0,Radial Velocity,1999.0,1.0
UID_0074500_RVC_006.tbl,HD 134987,43,1134.9230999997817,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 134987 c,HD 134987,HD 134987,HIP 74500,TIC 61397572,228.3675397,-25.3096721,26.1804,5000.0,400.0,-400.0,5.8,0.5,-0.5,0.12,0.02,-0.02,,,,195.0,48.0,-48.0,2461100.0,600.0,-600.0,,,,0.82,0.03,-0.03,0.82,0.03,-0.03,9.3,0.3,-0.3,1.1,0.07,-0.04,1.25,0.04,-0.04,5585.0,50.0,-50.0,Radial Velocity,2009.0,1.0
UID_0074793_RVC_001.tbl,11 UMi,58,1286.8365489998832,2.0m Alfred Jensch Telescope,"Dollinger et al. 2009 (A&A, 505, 1311)",11 UMi b,11 UMi,HD 136726,HIP 74793,TIC 230061010,229.2745954,71.8239428,125.321,516.21997,3.2,-3.2,1.53,0.07,-0.07,0.08,0.03,-0.03,,,,,,,,,,,,,14.74,2.5,-2.5,14.74,2.5,-2.5,189.7,7.2,-7.2,2.78,0.69,-0.69,29.79,2.84,-2.84,4213.0,46.0,-46.0,Radial Velocity,2009.0,1.0
UID_0074948_RVC_001.tbl,HD 136118,37,1617.6818170002662,3.0m Shane and 0.6m CAT,"Butler et al. 2006 (ApJ, 646, 505)",HD 136118 b,HD 136118,HD 136118,HIP 74948,TIC 38991680,229.7306046,-1.5922913,51.4359,1187.59765,2.22732,-2.38111,2.327,0.1,-0.11,0.344,0.014,-0.014,116.779,4.025,-5.87,313.267,2.007,-2.295,2450608.504,7.776,-8.003,,,,13.102,1.349,-1.265,,,,212.691,3.025,-2.74,1.18,0.159,-0.159,,,,,,,Radial Velocity,2022.0,1.0
UID_0074948_RVC_002.tbl,HD 136118,33,1325.5770000000484,3.0m Shane and 0.6m CAT,"Fischer et al. 2002 (PASP, 114, 529)",HD 136118 b,HD 136118,HD 136118,HIP 74948,TIC 38991680,229.7306046,-1.5922913,51.4359,1187.59765,2.22732,-2.38111,2.327,0.1,-0.11,0.344,0.014,-0.014,116.779,4.025,-5.87,313.267,2.007,-2.295,2450608.504,7.776,-8.003,,,,13.102,1.349,-1.265,,,,212.691,3.025,-2.74,1.18,0.159,-0.159,,,,,,,Radial Velocity,2022.0,1.0
UID_0074948_RVC_003.tbl,HD 136118,63,1133.972000000067,9.2m Hobby Eberly Telescope (HET),"Martioli et al. 2010 (ApJ, 708, 625)",HD 136118 b,HD 136118,HD 136118,HIP 74948,TIC 38991680,229.7306046,-1.5922913,51.4359,1187.59765,2.22732,-2.38111,2.327,0.1,-0.11,0.344,0.014,-0.014,116.779,4.025,-5.87,313.267,2.007,-2.295,2450608.504,7.776,-8.003,,,,13.102,1.349,-1.265,,,,212.691,3.025,-2.74,1.18,0.159,-0.159,,,,,,,Radial Velocity,2022.0,1.0
UID_0074948_RVC_004.tbl,HD 136118,64,810.7964499997906,9.2m Hobby Eberly Telescope (HET),"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 136118 b,HD 136118,HD 136118,HIP 74948,TIC 38991680,229.7306046,-1.5922913,51.4359,1187.59765,2.22732,-2.38111,2.327,0.1,-0.11,0.344,0.014,-0.014,116.779,4.025,-5.87,313.267,2.007,-2.295,2450608.504,7.776,-8.003,,,,13.102,1.349,-1.265,,,,212.691,3.025,-2.74,1.18,0.159,-0.159,,,,,,,Radial Velocity,2022.0,1.0
UID_0074948_RVC_005.tbl,HD 136118,4,326.0846600001678,2.7m Harlan J. Smith (HJS) telescope,"Wittenmyer et al. 2009 (ApJS, 182, 97)",HD 136118 b,HD 136118,HD 136118,HIP 74948,TIC 38991680,229.7306046,-1.5922913,51.4359,1187.59765,2.22732,-2.38111,2.327,0.1,-0.11,0.344,0.014,-0.014,116.779,4.025,-5.87,313.267,2.007,-2.295,2450608.504,7.776,-8.003,,,,13.102,1.349,-1.265,,,,212.691,3.025,-2.74,1.18,0.159,-0.159,,,,,,,Radial Velocity,2022.0,1.0
UID_0074961_RVC_001.tbl,HD 136418,24,1040.0430000000633,10m Keck I,"Johnson et al. 2010 (PASP, 122, 701)",HD 136418 b,HD 136418,HD 136418,HIP 74961,TIC 1101862696,229.7756438,41.732423,105.168,464.29999,3.2,-3.2,1.29,0.03,-0.03,0.25,0.04,-0.04,,,,,,,,,,,,,2.14,0.15,-0.15,2.14,0.15,-0.15,44.7,1.9,-1.9,1.48,0.12,-0.12,3.78,0.1,-0.1,4989.0,10.0,-10.0,Radial Velocity,2009.0,1.0
UID_0074995_RVC_001.tbl,Gl 581,20,439.75191999971867,3.6m,"Bonfils et al. 2005 (A&A, 443, L15)",GJ 581 b,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,5.3686,0.0001,-0.0001,0.0399,0.0005,-0.0005,0.0342,0.009,-0.01,47.0,15.0,-13.0,54.0,13.0,-14.0,,,,,,,0.06450021,0.01950738,-0.01101223,,,,12.3,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2005.0,1.0
UID_0074995_RVC_001.tbl,Gl 581,20,439.75191999971867,3.6m,"Bonfils et al. 2005 (A&A, 443, L15)",GJ 581 c,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,12.9211,0.0008,-0.0007,0.0718,0.0008,-0.0009,0.032,0.027,-0.021,47.0,15.0,-89.0,16.0,61.0,-89.0,,,,,,,0.02142666,0.00066073,-0.00364977,,,,3.1,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2007.0,1.0
UID_0074995_RVC_001.tbl,Gl 581,20,439.75191999971867,3.6m,"Bonfils et al. 2005 (A&A, 443, L15)",GJ 581 e,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,3.1481,0.0004,-0.0004,0.02799,0.0003,-0.0003,0.012,0.015,-0.008,47.0,15.0,-13.0,226.0,91.0,-55.0,,,,,,,0.00780295,0.00220245,-0.00132147,,,,1.8,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2009.0,1.0
UID_0074995_RVC_002.tbl,GJ 581,119,1569.7594769997522,3.6m,"Mayor et al. 2009 (A&A, 507, 487)",GJ 581 b,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,5.3686,0.0001,-0.0001,0.0399,0.0005,-0.0005,0.0342,0.009,-0.01,47.0,15.0,-13.0,54.0,13.0,-14.0,,,,,,,0.06450021,0.01950738,-0.01101223,,,,12.3,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2005.0,1.0
UID_0074995_RVC_002.tbl,GJ 581,119,1569.7594769997522,3.6m,"Mayor et al. 2009 (A&A, 507, 487)",GJ 581 c,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,12.9211,0.0008,-0.0007,0.0718,0.0008,-0.0009,0.032,0.027,-0.021,47.0,15.0,-89.0,16.0,61.0,-89.0,,,,,,,0.02142666,0.00066073,-0.00364977,,,,3.1,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2007.0,1.0
UID_0074995_RVC_002.tbl,GJ 581,119,1569.7594769997522,3.6m,"Mayor et al. 2009 (A&A, 507, 487)",GJ 581 e,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,3.1481,0.0004,-0.0004,0.02799,0.0003,-0.0003,0.012,0.015,-0.008,47.0,15.0,-13.0,226.0,91.0,-55.0,,,,,,,0.00780295,0.00220245,-0.00132147,,,,1.8,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2009.0,1.0
UID_0074995_RVC_003.tbl,Gl 581,50,1050.1698980000801,3.6m,"Udry et al. 2007 (A&A, 469, 43L)",GJ 581 b,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,5.3686,0.0001,-0.0001,0.0399,0.0005,-0.0005,0.0342,0.009,-0.01,47.0,15.0,-13.0,54.0,13.0,-14.0,,,,,,,0.06450021,0.01950738,-0.01101223,,,,12.3,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2005.0,1.0
UID_0074995_RVC_003.tbl,Gl 581,50,1050.1698980000801,3.6m,"Udry et al. 2007 (A&A, 469, 43L)",GJ 581 c,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,12.9211,0.0008,-0.0007,0.0718,0.0008,-0.0009,0.032,0.027,-0.021,47.0,15.0,-89.0,16.0,61.0,-89.0,,,,,,,0.02142666,0.00066073,-0.00364977,,,,3.1,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2007.0,1.0
UID_0074995_RVC_003.tbl,Gl 581,50,1050.1698980000801,3.6m,"Udry et al. 2007 (A&A, 469, 43L)",GJ 581 e,GJ 581,,HIP 74995,TIC 36853511,229.8564725,-7.7226935,6.2981,3.1481,0.0004,-0.0004,0.02799,0.0003,-0.0003,0.012,0.015,-0.008,47.0,15.0,-13.0,226.0,91.0,-55.0,,,,,,,0.00780295,0.00220245,-0.00132147,,,,1.8,0.1,-0.1,0.295,0.01,-0.01,0.302,0.005,-0.005,3500.0,26.0,-26.0,Radial Velocity,2009.0,1.0
UID_0075049_RVC_001.tbl,omicron CrB,85,3503.680349999573,1.88m OAO,"Sato et al. 2012 (2012, PASJ, 64, 135)",omi CrB b,omi CrB,HD 136512,HIP 75049,TIC 357502856,230.0350768,29.6160222,84.7883,187.01,0.15,-0.16,0.699,0.0,0.0,0.105,0.036,-0.079,,,,44.2,42.5,-48.0,2454443.7,27.8,-18.9,,,,1.12,0.057,-0.071,1.12,0.057,-0.071,33.56,1.71,-2.16,1.3,0.95,-0.36,11.87,6.2,-1.5,4769.0,,,Radial Velocity,2012.0,1.0
UID_0075181_RVC_001.tbl,HD 136352,23,2633.819279999938,10m Keck I,"Howard & Fulton, 2016",HD 136352 b,HD 136352,HD 136352,HIP 75181,TIC 136916387,230.4401147,-48.3188174,14.682,11.57797,8e-05,-0.00013,0.0964,0.0028,-0.0028,0.0,,,88.49,0.17,-0.15,,,,,,,2458944.3726,0.0015,-0.0017,0.01485078,0.00132147,-0.00132147,,,,1.46,0.12,-0.12,0.87,0.04,-0.04,1.058,0.019,-0.019,5664.0,61.0,-61.0,Radial Velocity,2019.0,1.0
