file,host_in_file,n_obs,t_baseline_days,telescope,reference,pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
UID_0021850_RVC_002.tbl,HD 30177,15,1240.8207000000402,3.9m Anglo-Australian Telescope (AAT),"Tinney et al. 2003 (ApJ, 587, 423)",HD 30177 b,HD 30177,HD 30177,HIP 21850,TIC 220408612,70.4770964,-58.0208085,55.5867,2514.53422,5.21645,-4.34065,3.604,0.135,-0.147,0.207,0.012,-0.017,85.393,14.354,-18.742,25.044,5.476,-2.875,2448895.006,28.802,-21.419,,,,8.403,1.241,-0.489,,,,128.935,2.386,-2.245,0.98,0.115,-0.115,,,,,,,Radial Velocity,2002.0,1.0
UID_0021850_RVC_002.tbl,HD 30177,15,1240.8207000000402,3.9m Anglo-Australian Telescope (AAT),"Tinney et al. 2003 (ApJ, 587, 423)",HD 30177 c,HD 30177,HD 30177,HIP 21850,TIC 220408612,70.4770964,-58.0208085,55.5867,12085.45186,583.05318,-440.70332,10.258,0.535,-0.48,0.039,0.005,-0.013,98.016,16.025,-24.235,138.62,115.798,-97.462,2444094.16,5896.464,-3537.291,,,,6.15,1.308,-0.341,,,,54.469,5.169,-3.986,0.98,0.115,-0.115,,,,,,,Radial Velocity,2016.0,1.0
UID_0021932_RVC_001.tbl,GJ 176,41,3706.010000000242,10m Keck I,"Butler et al. 2009 (ApJ, 691, 1738)",HD 285968 b,HD 285968,HD 285968,HIP 21932,TIC 397354290,70.7353853,18.953358,9.47045,8.7836,0.0054,-0.0054,0.066,,,0.0,,,,,,0.0,,,2454399.79,0.33,-0.33,,,,0.026,,,0.026,,,4.12,0.52,-0.52,0.5,,,,,,,,,Radial Velocity,2008.0,1.0
UID_0021932_RVC_002.tbl,GJ 176,28,1420.0998599999584,9.2m Hobby Eberly Telescope (HET),"Endl & Cochran, 2008 (ApJ, 673, 1165)",HD 285968 b,HD 285968,HD 285968,HIP 21932,TIC 397354290,70.7353853,18.953358,9.47045,8.7836,0.0054,-0.0054,0.066,,,0.0,,,,,,0.0,,,2454399.79,0.33,-0.33,,,,0.026,,,0.026,,,4.12,0.52,-0.52,0.5,,,,,,,,,Radial Velocity,2008.0,1.0
UID_0021932_RVC_003.tbl,GJ 176,57,1442.0168129997328,3.6m,"Forveille et al. 2009 (A&A, 493, 645)",HD 285968 b,HD 285968,HD 285968,HIP 21932,TIC 397354290,70.7353853,18.953358,9.47045,8.7836,0.0054,-0.0054,0.066,,,0.0,,,,,,0.0,,,2454399.79,0.33,-0.33,,,,0.026,,,0.026,,,4.12,0.52,-0.52,0.5,,,,,,,,,Radial Velocity,2008.0,1.0
UID_0021932_RVC_004.tbl,2MASS J04425581+1857285,29,778.0411219997332,2.5m Sloan Foundation Telescope,"Thomas et al. 2016 (PASP, 128, 5003)",HD 285968 b,HD 285968,HD 285968,HIP 21932,TIC 397354290,70.7353853,18.953358,9.47045,8.7836,0.0054,-0.0054,0.066,,,0.0,,,,,,0.0,,,2454399.79,0.33,-0.33,,,,0.026,,,0.026,,,4.12,0.52,-0.52,0.5,,,,,,,,,Radial Velocity,2008.0,1.0
UID_0021932_RVC_005.tbl,2MASS J04425581+1857285,29,778.0411219997332,2.5m Sloan Foundation Telescope,"Thomas et al. 2016 (PASP, 128, 5003)",HD 285968 b,HD 285968,HD 285968,HIP 21932,TIC 397354290,70.7353853,18.953358,9.47045,8.7836,0.0054,-0.0054,0.066,,,0.0,,,,,,0.0,,,2454399.79,0.33,-0.33,,,,0.026,,,0.026,,,4.12,0.52,-0.52,0.5,,,,,,,,,Radial Velocity,2008.0,1.0
UID_0022263_RVC_001.tbl,HD 30495,42,4009.975500000175,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0022336_RVC_001.tbl,HD 30562,45,3690.789150000084,3.0m Shane and 0.6m CAT,"Fischer et al. 2009 (ApJ, 703, 1545)",HD 30562 b,HD 30562,HD 30562,HIP 22336,TIC 176379354,72.1529519,-5.6751152,26.1597,1157.0,27.0,-27.0,2.34,0.06,-0.06,0.76,0.05,-0.05,,,,,,,,,,,,,1.22,0.14,-0.14,1.22,0.14,-0.14,33.7,2.2,-2.2,1.12,0.07,-0.07,1.61,0.03,-0.03,5882.0,10.0,-10.0,Radial Velocity,2009.0,1.0
UID_0022449_RVC_001.tbl,HD 30652,48,4049.9353199996985,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0022627_RVC_001.tbl,GJ 179,14,1908.9206199999899,9m HET,"Howard et al. 2010 (2010, ApJ, 721, 1467)",GJ 179 b,GJ 179,,HIP 22627,TIC 450102450,73.0245495,6.4752347,12.356,2288.0,59.0,-59.0,2.41,0.04,-0.04,0.21,0.08,-0.08,,,,153.0,24.0,-24.0,2455140.0,104.0,-104.0,,,,0.82,0.07,-0.07,0.82,0.07,-0.07,25.8,2.2,-2.2,0.357,0.03,-0.03,0.38,0.02,-0.02,3370.0,100.0,-100.0,Radial Velocity,2009.0,1.0
UID_0022627_RVC_002.tbl,GJ 179,30,3607.0057800002396,10m Keck,"Howard et al. 2010 (2010, ApJ, 721, 1467)",GJ 179 b,GJ 179,,HIP 22627,TIC 450102450,73.0245495,6.4752347,12.356,2288.0,59.0,-59.0,2.41,0.04,-0.04,0.21,0.08,-0.08,,,,153.0,24.0,-24.0,2455140.0,104.0,-104.0,,,,0.82,0.07,-0.07,0.82,0.07,-0.07,25.8,2.2,-2.2,0.357,0.03,-0.03,0.38,0.02,-0.02,3370.0,100.0,-100.0,Radial Velocity,2009.0,1.0
UID_0022826_RVC_001.tbl,HD 31253,39,4419.077090000268,10m Keck,"Meschiari et al. 2011 (2011, ApJ, 727, 117)",HD 31253 b,HD 31253,HD 31253,HIP 22826,TIC 436700755,73.6822877,12.3520103,58.1438,466.0,3.0,-3.0,1.26,0.02,-0.02,0.3,0.2,-0.2,,,,,,,,,,,,,0.62,0.12,-0.12,0.62,0.12,-0.12,12.0,2.0,-2.0,1.7,0.25,-0.25,1.75,0.04,-0.04,6130.0,22.0,-22.0,Radial Velocity,2010.0,1.0
UID_0023311_RVC_001.tbl,HD 32147,96,3332.926669999957,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0023311_RVC_002.tbl,HD 32147,23,4867.804759999737,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0023311_RVC_003.tbl,HD 32147,7,2303.8303999998607,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0023835_RVC_001.tbl,HD 32923,55,2542.095590000041,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0023835_RVC_002.tbl,HD 32923,24,4013.9884000001475,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0023889_RVC_001.tbl,HD 33283,25,738.0260000000708,10m Keck I,"Johnson et al. 2006 (ApJ, 647, 600J)",HD 33283 b,HD 33283,HD 33283,HIP 23889,TIC 13147218,77.0044889,-26.7976689,89.8623,18.1991,0.0017,-0.0017,0.1508,0.0087,-0.0087,0.399,0.056,-0.056,,,,155.5,7.1,-7.1,2463017.31,0.29,-0.29,,,,0.329,0.071,-0.071,0.329,0.071,-0.071,22.4,1.6,-1.6,1.38,0.24,-0.24,1.97,0.13,-0.13,5935.0,,,Radial Velocity,2006.0,1.0
UID_0024003_RVC_001.tbl,HD 32518,58,1215.1357260001823,2.0m Alfred Jensch Telescope,"Dollinger et al. 2009 (A&A, 505, 1311)",HD 32518 b,HD 32518,HD 32518,HIP 24003,TIC 310836777,77.4037569,69.6391355,122.115,157.35,0.1,-0.08,0.594,0.0,0.0,0.028,0.034,-0.019,,,,-35.4,107.5,-71.28,2454375.2,108.3,-6.5,,,,2.849,0.16,-0.171,2.849,0.16,-0.171,98.88,5.6,-5.88,1.13,0.18,-0.18,10.22,0.87,-0.87,4580.0,70.0,-70.0,Radial Velocity,2009.0,1.0
UID_0024205_RVC_001.tbl,HD 33636,67,487.67210000008345,9.2m Hobby Eberly Telescope (HET),"Bean et al. 2007 (AJ, 134, 749)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_002.tbl,HD 33636,26,2500.1017829999328,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_003.tbl,HD 33636,12,1330.2683449997567,3.0m Shane and 0.6m CAT,"Butler et al. 2006 (ApJ, 646, 505)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_004.tbl,HD 33636,5,4.041199999861419,1.2m Euler Swiss telescope,"Perrier et al. 2003 (A&A, 410, 1039)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_005.tbl,HD 33636,42,1859.9830000000075,1.93m,"Perrier et al. 2003 (A&A, 410, 1039)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_006.tbl,HD 33636,21,1349.379600000102,10m Keck I,"Vogt et al. 2002 (ApJ, 568, 352)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024205_RVC_007.tbl,HD 33636,11,1113.9821999999695,3.0m Shane and 0.6m CAT,"Vogt et al. 2002 (ApJ, 568, 352)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024813_RVC_001.tbl,HD 34411,60,3233.0769700002857,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024813_RVC_002.tbl,HD 34411,8,1089.8362000002526,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024813_RVC_003.tbl,HD 34411,259,6080.257040000055,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0024813_RVC_004.tbl,HD 34411,17,2573.962799999863,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0025662_RVC_001.tbl,HD 35956A,14,1822.0257000001147,10m Keck I,"Vogt et al. 2002 (ApJ, 568, 352)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0026381_RVC_001.tbl,HD 37124,30,1914.7390000000596,10m Keck I,"Butler et al. 2003 (ApJ, 582, 455)",HD 37124 b,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,154.378,0.089,-0.089,0.53364,0.0002,-0.0002,0.054,0.028,-0.028,,,,130.0,,,2450305.0,11.0,-11.0,,,,0.675,0.017,-0.017,0.675,0.017,-0.017,28.5,0.78,-0.78,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_001.tbl,HD 37124,30,1914.7390000000596,10m Keck I,"Butler et al. 2003 (ApJ, 582, 455)",HD 37124 c,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,885.5,5.1,-5.1,1.71,0.0065,-0.0065,0.125,0.055,-0.055,,,,53.0,17.0,-17.0,2449534.0,11.0,-11.0,,,,0.652,0.052,-0.052,0.652,0.052,-0.052,15.4,1.2,-1.2,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_001.tbl,HD 37124,30,1914.7390000000596,10m Keck I,"Butler et al. 2003 (ApJ, 582, 455)",HD 37124 d,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,1862.0,38.0,-38.0,2.807,0.038,-0.038,0.16,0.14,-0.14,,,,0.0,,,2448558.0,11.0,-11.0,,,,0.696,0.059,-0.059,0.696,0.059,-0.059,12.8,1.3,-1.3,0.85,,,,,,,,,Radial Velocity,2005.0,1.0
UID_0026381_RVC_002.tbl,HD 37124,15,992.0950000002049,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 37124 b,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,154.378,0.089,-0.089,0.53364,0.0002,-0.0002,0.054,0.028,-0.028,,,,130.0,,,2450305.0,11.0,-11.0,,,,0.675,0.017,-0.017,0.675,0.017,-0.017,28.5,0.78,-0.78,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_002.tbl,HD 37124,15,992.0950000002049,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 37124 c,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,885.5,5.1,-5.1,1.71,0.0065,-0.0065,0.125,0.055,-0.055,,,,53.0,17.0,-17.0,2449534.0,11.0,-11.0,,,,0.652,0.052,-0.052,0.652,0.052,-0.052,15.4,1.2,-1.2,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_002.tbl,HD 37124,15,992.0950000002049,10m Keck I,"Vogt et al. 2000 (Apj, 536, 902)",HD 37124 d,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,1862.0,38.0,-38.0,2.807,0.038,-0.038,0.16,0.14,-0.14,,,,0.0,,,2448558.0,11.0,-11.0,,,,0.696,0.059,-0.059,0.696,0.059,-0.059,12.8,1.3,-1.3,0.85,,,,,,,,,Radial Velocity,2005.0,1.0
UID_0026381_RVC_003.tbl,HD 37124,52,3063.6800000001676,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 37124 b,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,154.378,0.089,-0.089,0.53364,0.0002,-0.0002,0.054,0.028,-0.028,,,,130.0,,,2450305.0,11.0,-11.0,,,,0.675,0.017,-0.017,0.675,0.017,-0.017,28.5,0.78,-0.78,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_003.tbl,HD 37124,52,3063.6800000001676,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 37124 c,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,885.5,5.1,-5.1,1.71,0.0065,-0.0065,0.125,0.055,-0.055,,,,53.0,17.0,-17.0,2449534.0,11.0,-11.0,,,,0.652,0.052,-0.052,0.652,0.052,-0.052,15.4,1.2,-1.2,0.85,,,,,,,,,Radial Velocity,2002.0,1.0
UID_0026381_RVC_003.tbl,HD 37124,52,3063.6800000001676,10m Keck I,"Vogt et al. 2005 (ApJ, 632, 638)",HD 37124 d,HD 37124,HD 37124,HIP 26381,TIC 19631691,84.2599947,20.7289784,31.6634,1862.0,38.0,-38.0,2.807,0.038,-0.038,0.16,0.14,-0.14,,,,0.0,,,2448558.0,11.0,-11.0,,,,0.696,0.059,-0.059,0.696,0.059,-0.059,12.8,1.3,-1.3,0.85,,,,,,,,,Radial Velocity,2005.0,1.0
UID_0026394_RVC_001.tbl,pi Men,42,2839.250353000127,3.9m Anglo-Australian Telescope (AAT),"Butler et al. 2006 (ApJ, 646, 505)",HD 39091 b,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,2088.8,0.4,-0.4,3.28,0.04,-0.04,0.642,0.001,-0.001,45.8,1.4,-1.1,-30.1,0.3,-0.3,2458388.6,2.2,-2.2,2458632.6,1.1,-1.1,14.1,0.5,-0.4,9.89,0.25,-0.25,196.1,0.7,-0.7,1.07,0.04,-0.04,1.17,0.02,-0.02,5998.0,62.0,-62.0,Radial Velocity,2001.0,1.0
UID_0026394_RVC_001.tbl,pi Men,42,2839.250353000127,3.9m Anglo-Australian Telescope (AAT),"Butler et al. 2006 (ApJ, 646, 505)",pi Men c,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,6.2678399,1.1e-05,-1.1e-05,,,,0.0,,,87.045,0.157,-0.156,0.0,,,,,,2458425.789204,0.000279,-0.00028,,,,,,,,,,1.07,0.04,-0.04,1.17,0.02,-0.02,5998.0,62.0,-62.0,Transit,2018.0,1.0
UID_0026394_RVC_001.tbl,pi Men,42,2839.250353000127,3.9m Anglo-Australian Telescope (AAT),"Butler et al. 2006 (ApJ, 646, 505)",pi Men d,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,124.64,0.48,-0.52,,,,0.22,0.079,-0.079,,,,323.0,25.0,-73.0,2457595.46,6.9,-6.39,,,,0.04209819,0.00424758,-0.00424758,0.04209819,0.00424758,-0.00424758,1.68,0.17,-0.17,1.07,0.04,-0.04,1.19,0.004,-0.004,5998.0,62.0,-62.0,Radial Velocity,2022.0,1.0
UID_0026394_RVC_002.tbl,HD 39091,28,1559.8583000004292,3.9m Anglo-Australian Telescope (AAT),"Jones et al. 2002 (MNRAS, 333, 871)",HD 39091 b,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,2088.8,0.4,-0.4,3.28,0.04,-0.04,0.642,0.001,-0.001,45.8,1.4,-1.1,-30.1,0.3,-0.3,2458388.6,2.2,-2.2,2458632.6,1.1,-1.1,14.1,0.5,-0.4,9.89,0.25,-0.25,196.1,0.7,-0.7,1.07,0.04,-0.04,1.17,0.02,-0.02,5998.0,62.0,-62.0,Radial Velocity,2001.0,1.0
UID_0026394_RVC_002.tbl,HD 39091,28,1559.8583000004292,3.9m Anglo-Australian Telescope (AAT),"Jones et al. 2002 (MNRAS, 333, 871)",pi Men c,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,6.2678399,1.1e-05,-1.1e-05,,,,0.0,,,87.045,0.157,-0.156,0.0,,,,,,2458425.789204,0.000279,-0.00028,,,,,,,,,,1.07,0.04,-0.04,1.17,0.02,-0.02,5998.0,62.0,-62.0,Transit,2018.0,1.0
UID_0026394_RVC_002.tbl,HD 39091,28,1559.8583000004292,3.9m Anglo-Australian Telescope (AAT),"Jones et al. 2002 (MNRAS, 333, 871)",pi Men d,HD 39091,HD 39091,HIP 26394,TIC 261136679,84.2992798,-80.4646041,18.2702,124.64,0.48,-0.52,,,,0.22,0.079,-0.079,,,,323.0,25.0,-73.0,2457595.46,6.9,-6.39,,,,0.04209819,0.00424758,-0.00424758,0.04209819,0.00424758,-0.00424758,1.68,0.17,-0.17,1.07,0.04,-0.04,1.19,0.004,-0.004,5998.0,62.0,-62.0,Radial Velocity,2022.0,1.0
UID_0026664_RVC_001.tbl,HD 37605,7,32.46090000029653,2.1m,"Cochran et al. 2004 (ApJ, 611, L133)",HD 37605 b,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,55.01292,0.00062,-0.00062,0.277,0.015,-0.015,0.6745,0.0019,-0.0019,,,,220.78,0.27,-0.27,2463048.16,0.025,-0.025,,,,2.69,0.3,-0.3,2.69,0.3,-0.3,203.47,0.75,-0.75,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2004.0,1.0
UID_0026664_RVC_001.tbl,HD 37605,7,32.46090000029653,2.1m,"Cochran et al. 2004 (ApJ, 611, L133)",HD 37605 c,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,2720.0,15.0,-15.0,3.74,0.21,-0.21,0.03,0.012,-0.012,,,,227.0,30.0,-30.0,2464881.0,237.0,-237.0,,,,3.19,0.38,-0.38,3.19,0.38,-0.38,48.51,0.57,-0.57,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2012.0,1.0
UID_0026664_RVC_002.tbl,HD 37605,20,99.90119999973103,9.2m Hobby Eberly Telescope (HET),"Cochran et al. 2004 (ApJ, 611, L133)",HD 37605 b,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,55.01292,0.00062,-0.00062,0.277,0.015,-0.015,0.6745,0.0019,-0.0019,,,,220.78,0.27,-0.27,2463048.16,0.025,-0.025,,,,2.69,0.3,-0.3,2.69,0.3,-0.3,203.47,0.75,-0.75,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2004.0,1.0
UID_0026664_RVC_002.tbl,HD 37605,20,99.90119999973103,9.2m Hobby Eberly Telescope (HET),"Cochran et al. 2004 (ApJ, 611, L133)",HD 37605 c,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,2720.0,15.0,-15.0,3.74,0.21,-0.21,0.03,0.012,-0.012,,,,227.0,30.0,-30.0,2464881.0,237.0,-237.0,,,,3.19,0.38,-0.38,3.19,0.38,-0.38,48.51,0.57,-0.57,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2012.0,1.0
UID_0026664_RVC_003.tbl,HD 37605,98,2580.1055490002036,9m HET,"Wang et al. 2012 (2012, ApJ, 761, 46)",HD 37605 b,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,55.01292,0.00062,-0.00062,0.277,0.015,-0.015,0.6745,0.0019,-0.0019,,,,220.78,0.27,-0.27,2463048.16,0.025,-0.025,,,,2.69,0.3,-0.3,2.69,0.3,-0.3,203.47,0.75,-0.75,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2004.0,1.0
UID_0026664_RVC_003.tbl,HD 37605,98,2580.1055490002036,9m HET,"Wang et al. 2012 (2012, ApJ, 761, 46)",HD 37605 c,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,2720.0,15.0,-15.0,3.74,0.21,-0.21,0.03,0.012,-0.012,,,,227.0,30.0,-30.0,2464881.0,237.0,-237.0,,,,3.19,0.38,-0.38,3.19,0.38,-0.38,48.51,0.57,-0.57,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2012.0,1.0
UID_0026664_RVC_004.tbl,HD 37605,33,1860.900881999638,10m Keck,"Wang et al. 2012 (2012, ApJ, 761, 46)",HD 37605 b,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,55.01292,0.00062,-0.00062,0.277,0.015,-0.015,0.6745,0.0019,-0.0019,,,,220.78,0.27,-0.27,2463048.16,0.025,-0.025,,,,2.69,0.3,-0.3,2.69,0.3,-0.3,203.47,0.75,-0.75,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2004.0,1.0
UID_0026664_RVC_004.tbl,HD 37605,33,1860.900881999638,10m Keck,"Wang et al. 2012 (2012, ApJ, 761, 46)",HD 37605 c,HD 37605,HD 37605,HIP 26664,TIC 144730053,85.0074276,6.0595116,46.7864,2720.0,15.0,-15.0,3.74,0.21,-0.21,0.03,0.012,-0.012,,,,227.0,30.0,-30.0,2464881.0,237.0,-237.0,,,,3.19,0.38,-0.38,3.19,0.38,-0.38,48.51,0.57,-0.57,0.94,0.15,-0.15,0.91,0.05,-0.05,5329.0,,,Radial Velocity,2012.0,1.0
UID_0026779_RVC_001.tbl,HD 37394,12,2870.0108399996534,10m Keck I,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0026779_RVC_002.tbl,HD 37394,8,3307.968839999754,3.0m Shane,"Howard & Fulton, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UID_0027253_RVC_001.tbl,HD 38529,102,1480.9457259997725,9.2m Hobby Eberly Telescope (HET),"Benedict et al. 2010 (arXiv, 1003, 421)",HD 38529 b,HD 38529,HD 38529,HIP 27253,TIC 200093173,86.6451363,1.1675866,42.3538,14.3099,0.00013,-0.00013,0.115,0.005,-0.005,0.256,0.009,-0.009,,,,95.254,2.24,-2.262,2450406.627,0.088,-0.091,,,,0.65,0.054,-0.057,0.65,0.054,-0.057,56.993,0.655,-0.655,0.98,0.125,-0.125,,,,,,,Radial Velocity,2000.0,1.0
UID_0027253_RVC_001.tbl,HD 38529,102,1480.9457259997725,9.2m Hobby Eberly Telescope (HET),"Benedict et al. 2010 (arXiv, 1003, 421)",HD 38529 c,HD 38529,HD 38529,HIP 27253,TIC 200093173,86.6451363,1.1675866,42.3538,2127.60566,1.49376,-1.55088,3.226,0.131,-0.144,0.357,0.005,-0.005,104.559,6.393,-8.722,21.038,0.92,-0.919,2450148.293,6.317,-6.122,,,,10.38,1.025,-0.884,,,,171.084,1.049,-1.038,0.98,0.125,-0.125,,,,,,,Radial Velocity,2000.0,1.0
UID_0027253_RVC_002.tbl,HD 38529,51,3334.9357639998198,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",HD 38529 b,HD 38529,HD 38529,HIP 27253,TIC 200093173,86.6451363,1.1675866,42.3538,14.3099,0.00013,-0.00013,0.115,0.005,-0.005,0.256,0.009,-0.009,,,,95.254,2.24,-2.262,2450406.627,0.088,-0.091,,,,0.65,0.054,-0.057,0.65,0.054,-0.057,56.993,0.655,-0.655,0.98,0.125,-0.125,,,,,,,Radial Velocity,2000.0,1.0
UID_0027253_RVC_002.tbl,HD 38529,51,3334.9357639998198,10m Keck I,"Butler et al. 2006 (ApJ, 646, 505)",HD 38529 c,HD 38529,HD 38529,HIP 27253,TIC 200093173,86.6451363,1.1675866,42.3538,2127.60566,1.49376,-1.55088,3.226,0.131,-0.144,0.357,0.005,-0.005,104.559,6.393,-8.722,21.038,0.92,-0.919,2450148.293,6.317,-6.122,,,,10.38,1.025,-0.884,,,,171.084,1.049,-1.038,0.98,0.125,-0.125,,,,,,,Radial Velocity,2000.0,1.0
UID_0027253_RVC_003.tbl,HD 38529,111,1968.6408219998702,3.0m Shane and 0.6m CAT,"Butler et al. 2006 (ApJ, 646, 505)",HD 38529 b,HD 38529,HD 38529,HIP 27253,TIC 200093173,86.6451363,1.1675866,42.3538,14.3099,0.00013,-0.00013,0.115,0.005,-0.005,0.256,0.009,-0.009,,,,95.254,2.24,-2.262,2450406.627,0.088,-0.091,,,,0.65,0.054,-0.057,0.65,0.054,-0.057,56.993,0.655,-0.655,0.98,0.125,-0.125,,,,,,,Radial Velocity,2000.0,1.0
