pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
Kepler-6 b,Kepler-6,,,TIC 27916356,296.8372475,48.2399695,587.039,3.2346996,4e-07,-4e-07,0.04852,0.00074,-0.00133,,,,88.93,0.19,-0.17,,,,,,,2454954.486528,9e-06,-1.2e-05,0.668,0.038,-0.035,,,,80.9,2.6,-2.6,1.209,0.044,-0.038,1.391,0.017,-0.034,5647.0,44.0,-44.0,Transit,2009.0,1
Kepler-491 b,Kepler-491,,,TIC 158388163,287.1305782,42.3501533,630.785,4.225384512,2.68e-07,-2.68e-07,,,,,,,,,,,,,,,,2454970.5606743,5.34e-05,-5.34e-05,,,,,,,,,,1.04,0.026,-0.028,1.03,0.092,-0.059,5582.0,53.81,-61.11,Transit,2016.0,1
Kepler-257 b,Kepler-257,,,TIC 273132699,297.3159994,46.0232642,780.256,2.382667,6e-06,-6e-06,0.034,,,,,,,,,,,,,,,2455003.6633,0.00125,-0.00125,,,,,,,,,,,,,1.037,0.518,-0.518,5180.0,200.0,-200.0,Transit,2014.0,1
Kepler-216 b,Kepler-216,,,TIC 270698499,293.7280695,46.1291139,1187.47,7.693641,3.1e-05,-3.1e-05,0.079,,,,,,,,,,,,,,,2455009.50106,0.00237,-0.00237,,,,,,,,,,,,,1.26,0.243,-0.243,6091.0,120.0,-120.0,Transit,2014.0,1
Kepler-32 c,Kepler-32,,,TIC 273590427,297.8423073,46.5743595,323.847,8.7522,0.0003,-0.0003,0.09,,,,,,,,,,,,,,,2454977.378,0.013,-0.013,0.5,,,,,,,,,0.58,0.05,-0.05,0.53,0.04,-0.04,3900.0,200.0,-200.0,Transit,2011.0,1
Kepler-259 c,Kepler-259,,,TIC 158664318,288.2119707,46.6150461,1002.14,36.924931,0.000181,-0.000181,0.217,,,,,,,,,,,,,,,2455007.22336,0.00267,-0.00267,,,,,,,,,,,,,0.898,0.435,-0.435,5938.0,200.0,-200.0,Transit,2014.0,1
Kepler-148 c,Kepler-148,,,TIC 159171904,289.7861626,46.8588176,791.163,4.180043,4e-06,-4e-06,0.05,,,,,,,,,,,,,,,2455006.71928,0.00054,-0.00054,,,,,,,,,,,,,0.851,0.413,-0.413,5272.0,200.0,-200.0,Transit,2014.0,1
Kepler-222 d,Kepler-222,,,TIC 158625100,287.9060885,46.9377479,758.854,28.081912,6.9e-05,-6.9e-05,0.18,,,,,,,,,,,,,,,2455027.91404,0.00129,-0.00129,,,,,,,,,,,,,0.869,0.38,-0.38,5433.0,200.0,-200.0,Transit,2014.0,1
Kepler-29 c,Kepler-29,,,TIC 273875635,298.348382,47.4913021,832.532,13.28613,0.00026,-0.00021,,,,0.0,,,,,,,,,,,,,,,0.01415851,0.00346097,-0.00346097,,,,,,,0.761,0.024,-0.028,0.732,0.033,-0.031,5378.0,60.0,-60.0,Transit,2011.0,1
Kepler-179 b,Kepler-179,,,TIC 268057162,298.6636163,47.7619329,605.68,2.735926,8e-06,-8e-06,0.036,,,,,,,,,,,,,,,2455004.09382,0.00156,-0.00156,,,,,,,,,,,,,0.759,0.307,-0.307,5302.0,200.0,-200.0,Transit,2014.0,1
Kepler-165 c,Kepler-165,,,TIC 123129877,280.69092,47.8096702,560.885,15.31299,5.7e-05,-5.7e-05,0.11,,,,,,,,,,,,,,,2455004.79196,0.00192,-0.00192,,,,,,,,,,,,,0.77,0.467,-0.467,5211.0,200.0,-200.0,Transit,2014.0,1
Kepler-228 c,Kepler-228,,,TIC 27772524,296.2860853,48.2246328,1644.61,4.134444,1.8e-05,-1.8e-05,0.052,,,,,,,,,,,,,,,2455005.97678,0.0023,-0.0023,,,,,,,,,,,,,1.014,0.465,-0.465,6043.0,200.0,-200.0,Transit,2014.0,1
Kepler-20 c,Kepler-20,,,TIC 158554588,287.6979913,42.3385782,282.563,10.8540774,2.1e-06,-2.1e-06,0.0936,0.0018,-0.0018,0.076,,,89.815,0.036,-0.63,,,,,,,2454971.60886,0.00016,-0.00016,0.03492451,0.00660734,-0.00660734,,,,3.38,0.61,-0.61,0.929,0.053,-0.053,0.9164,0.0087,-0.0077,5495.0,50.0,-50.0,Transit,2011.0,1
Kepler-166 d,Kepler-166,,,TIC 26814955,293.1600977,48.8812074,603.53,1.554003928,1.435e-06,-1.435e-06,,,,,,,,,,,,,,,,2455002.830478,0.000704,-0.000704,,,,,,,,,,0.88,0.04,-0.05,0.83,0.064,-0.048,5350.0,71.67,-85.65,Transit,2016.0,1
Kepler-52 b,Kepler-52,,,TIC 399825554,286.7380152,49.9757383,321.542,7.8773565,3.8e-05,-3.8e-05,,,,,,,,,,,,,,,,2455009.37692,0.0015,-0.0015,0.4247575,,,,,,,,,0.54,,,0.52,,,4075.0,,,Transit,2012.0,1
Kepler-197 d,Kepler-197,,,TIC 27397848,295.2264739,50.5592348,330.575,15.677563,9.6e-05,-9.6e-05,0.119,,,,,,,,,,,,,,,2455012.46886,0.00328,-0.00328,,,,,,,,,,,,,1.12,0.033,-0.033,6004.0,102.0,-102.0,Transit,2014.0,1
K2-183 d,K2-183,,,TIC 60256211,125.007177,14.0194586,329.041,22.620344,6.7e-05,-6.7e-05,,,,,,,89.9,0.8,-0.7,,,,,,,2457212.0276,0.0036,-0.0036,,,,,,,,,,,,,0.87,0.04,-0.04,5482.0,50.0,-50.0,Transit,2018.0,1
K2-187 e,K2-187,,,TIC 332024125,132.5235618,23.1924709,330.916,13.606629,3.6e-06,-3.6e-06,,,,,,,90.1,1.0,-2.0,,,,,,,2457155.08495,0.0031,-0.0027,,,,,,,,,,,,,0.83,0.11,-0.11,5438.0,63.0,-63.0,Transit,2018.0,1
K2-187 c,K2-187,,,TIC 332024125,132.5235618,23.1924709,330.916,2.871512,0.00012,-0.00012,,,,,,,90.4,5.0,-4.0,,,,,,,2457144.63842,0.0027,-0.0024,,,,,,,,,,,,,0.83,0.11,-0.11,5438.0,63.0,-63.0,Transit,2018.0,1
K2-270 b,K2-270,,,TIC 293375721,131.2665588,13.5497322,280.518,1.543069,0.000189,-0.000185,0.0247,0.0002,-0.0002,,,,,,,,,,,,,2457142.41998,0.00446,-0.00465,,,,,,,,,,0.85,0.02,-0.02,0.77,0.01,-0.01,4877.0,58.0,-58.0,Transit,2018.0,1
Kepler-184 d,Kepler-184,,,TIC 63119782,291.9518784,43.0746172,610.326,29.022358,0.000176,-0.000176,0.179,,,,,,,,,,,,,,,2455031.3679,0.00309,-0.00309,,,,,,,,,,,,,0.873,0.49,-0.49,5788.0,200.0,-200.0,Transit,2014.0,1
Kepler-257 d,Kepler-257,,,TIC 273132699,297.3159994,46.0232642,780.256,24.664551,5.1e-05,-5.1e-05,0.16,,,,,,,,,,,,,,,2455022.02052,0.00102,-0.00102,,,,,,,,,,,,,1.037,0.518,-0.518,5180.0,200.0,-200.0,Transit,2014.0,1
K2-280 b,K2-280,,,TIC 119605900,291.5953596,-22.2477071,391.537,19.89526,0.00028,-0.00028,0.1461,0.0099,-0.0097,0.35,0.05,-0.04,89.53,0.3,-0.26,246.77,4.54,-5.28,2457315.06,0.38,-0.44,2457307.58114,0.00056,-0.00056,0.11672965,0.01761957,-0.01761957,,,,9.18,1.27,-1.27,1.03,0.03,-0.03,1.28,0.07,-0.07,5500.0,100.0,-100.0,Transit,2018.0,1
K2-381 c,K2-381,,,TIC 10195089,288.0267612,-21.0075789,145.701,16.034656,0.001844,-0.001572,,,,,,,,,,,,,,,,2457304.2916,0.003,-0.0027,,,,,,,,,,0.754,0.337,-0.239,0.675,0.052,-0.047,4473.0,138.0,-138.0,Transit,2022.0,1
Kepler-222 c,Kepler-222,,,TIC 158625100,287.9060885,46.9377479,758.854,10.08881,1.1e-05,-1.1e-05,0.091,,,,,,,,,,,,,,,2455006.08263,0.00061,-0.00061,,,,,,,,,,,,,0.869,0.38,-0.38,5433.0,200.0,-200.0,Transit,2014.0,1
HATS-36 b,HATS-36,,,TIC 119262291,291.4787013,-23.2028183,856.436,4.175186,3.3e-05,-3.3e-05,0.0523,0.0006,-0.0006,,,,,,,,,,,,,2457314.4631,0.00031,-0.00032,,,,,,,,,,1.1,0.04,-0.04,1.1,0.03,-0.03,5950.0,83.0,-83.0,Transit,2018.0,1
Kepler-229 b,Kepler-229,,,TIC 399912169,286.9994758,48.3757867,826.265,6.252972,2.1e-05,-2.1e-05,0.062,,,,,,,,,,,,,,,2455004.29884,0.0018,-0.0018,,,,,,,,,,,,,0.728,0.257,-0.257,5120.0,200.0,-200.0,Transit,2014.0,1
K2-222 b,K2-222,,,TIC 257774438,16.4625203,11.7537171,101.321,15.3889274,9.9e-06,-1.1e-05,0.1186,0.0021,-0.0021,0.021,0.051,-0.017,88.91,0.36,-0.32,,,,,,,2459491.9547,0.00083,-0.00091,0.02359764,0.00471953,-0.00471953,,,,2.01,0.39,-0.4,0.94,0.05,-0.05,1.072,0.043,-0.043,5942.0,119.0,-119.0,Transit,2018.0,1
K2-214 b,K2-214,,,TIC 344657681,14.8759777,4.2277722,300.64,8.59656,0.00051,-0.00051,,,,,,,,,,,,,,,,2457396.6009,0.0023,-0.0023,,,,,,,,,,1.03,0.05,-0.05,1.236,0.047,-0.047,5875.0,100.0,-100.0,Transit,2018.0,1
K2-220 b,K2-220,,,TIC 266012991,12.7700071,9.5167694,233.514,13.68186,0.00095,-0.00095,,,,,,,,,,,,,,,,2457401.2729,0.0025,-0.0025,,,,,,,,,,0.91,0.04,-0.04,1.026,0.04,-0.04,5612.0,100.0,-100.0,Transit,2018.0,1
K2-216 b,K2-216,,,TIC 418761354,11.4802354,6.3470302,115.461,2.1748,5e-05,-5e-05,0.028,0.003,-0.007,0.0,,,86.9,2.2,-4.0,,,,,,,2457394.0417,0.0009,-0.0009,0.02517069,0.00503414,-0.00503414,,,,5.0,1.0,-1.0,0.7,0.03,-0.03,0.72,0.03,-0.03,4503.0,69.0,-69.0,Transit,2018.0,1
K2-212 b,K2-212,,,TIC 388811663,18.4241015,3.0970732,109.218,9.795647,2.1e-05,-2.1e-05,,,,,,,,,,,,,,,,2457399.64109,0.00039,-0.00039,,,,,,,,,,0.622,0.02,-0.02,0.678,0.052,-0.047,4349.0,50.0,-50.0,Transit,2018.0,1
Kepler-166 c,Kepler-166,,,TIC 26814955,293.1600977,48.8812074,603.53,34.260281,0.000124,-0.000124,0.195,,,,,,,,,,,,,,,2455016.22653,0.00208,-0.00208,,,,,,,,,,,,,0.742,0.382,-0.382,5413.0,200.0,-200.0,Transit,2014.0,1
K2-151 b,K2-151,,,TIC 376936928,19.3047733,9.5012663,69.4798,3.835476,0.000266,-0.000256,0.0373,0.0002,-0.0002,,,,,,,,,,,,,2457395.23735,0.00277,-0.00306,,,,,,,,,,0.47,0.01,-0.01,0.45,0.01,-0.01,3695.0,32.0,-32.0,Transit,2018.0,1
K2-295 b,K2-295,,,TIC 610976842,19.6101417,6.8167277,232.801,4.024867,1.5e-05,-1.5e-05,0.0451,0.0006,-0.0014,0.0,,,89.3,0.46,-0.62,,,,,,,2457395.4140498,1.2e-06,-1.2e-06,0.335,0.062,-0.062,,,,54.0,10.0,-10.0,0.74,0.04,-0.04,0.7,0.02,-0.02,4444.0,70.0,-70.0,Transit,2018.0,1
K2-282 b,K2-282,,,TIC 266030192,13.4321524,7.9952914,496.289,4.169783,8.9e-05,-8.9e-05,,,,,,,90.1,4.0,-3.0,,,,,,,2457457.54493,0.0025,-0.0022,,,,,,,,,,,,,1.0,0.04,-0.04,5499.0,109.0,-109.0,Transit,2018.0,1
K2-283 b,K2-283,,,TIC 266017624,13.1943679,9.6929181,402.915,1.921036,5.1e-05,-5.3e-05,0.0291,0.0003,-0.0003,,,,,,,,,,,,,2457394.90901,0.00121,-0.00116,,,,,,,,,,0.89,0.03,-0.03,0.82,0.01,-0.01,5060.0,70.0,-70.0,Transit,2018.0,1
K2-281 b,K2-281,,,TIC 380884458,16.2274724,7.2692169,458.139,8.687721,0.000151,-0.00015,0.0773,0.0008,-0.0008,,,,,,,,,,,,,2457393.88208,0.00073,-0.00071,,,,,,,,,,0.82,0.03,-0.03,0.76,0.01,-0.01,4812.0,72.0,-72.0,Transit,2018.0,1
K2-387 b,K2-387,,,TIC 376938120,19.4418282,11.3684915,266.318,28.735327,0.000992,-0.000994,,,,,,,,,,,,,,,,2457401.9787,0.0011,-0.0011,,,,,,,,,,0.57,0.051,-0.048,0.585,0.018,-0.018,3572.0,138.0,-138.0,Transit,2022.0,1
Kepler-197 b,Kepler-197,,,TIC 27397848,295.2264739,50.5592348,330.575,5.599308,2.3e-05,-2.3e-05,0.06,,,,,,,,,,,,,,,2455004.47282,0.00221,-0.00221,,,,,,,,,,,,,1.12,0.033,-0.033,6004.0,102.0,-102.0,Transit,2014.0,1
K2-156 b,K2-156,,,TIC 176868262,182.699673,-6.2943552,150.21,0.813143,7.7e-05,-7.7e-05,,,,,,,89.8,8.0,-7.0,,,,,,,2457641.67248,0.0014,-0.0012,,,,,,,,,,,,,0.62,0.02,-0.02,4460.0,50.0,-50.0,Transit,2018.0,1
K2-157 b,K2-157,,,TIC 349445372,183.7514959,-5.7820178,298.373,0.3652575,7.8e-06,-8.8e-06,0.00962,0.0001,-0.0001,,,,89.2,9.3,-9.1,,,,,,,2457582.822,0.0041,-0.0032,0.0036,0.0013,-0.0013,,,,1.1,0.39,-0.41,0.89,0.029,-0.029,0.86,0.019,-0.019,5334.0,64.0,-64.0,Transit,2018.0,1
K2-158 b,K2-158,,,TIC 35021200,179.9397081,-5.7216879,197.299,10.06049,0.00134,-0.00148,0.0887,0.0008,-0.0008,,,,,,,,,,,,,2457590.4834,0.008,-0.0064,,,,,,,,,,0.92,0.03,-0.02,0.95,0.02,-0.02,5503.0,51.0,-48.0,Transit,2018.0,1
K2-244 b,K2-244,,,TIC 56814628,183.4686492,-3.8318097,212.902,21.06884,0.0032,-0.00325,0.1418,0.001,-0.0011,,,,,,,,,,,,,2457588.4749,0.0062,-0.0065,,,,,,,,,,0.86,0.02,-0.02,0.92,0.02,-0.01,5677.0,38.0,-39.0,Transit,2018.0,1
Kepler-108 c,Kepler-108,,,TIC 271164755,294.5589885,46.0623952,338.732,190.323494,0.000988,-0.000988,0.721,,,,,,,,,,,,,,,2455145.67323,0.00255,-0.00255,,,,,,,,,,,,,2.192,0.121,-0.121,5854.0,92.0,-92.0,Transit,2014.0,1
K2-159 b,K2-159,,,TIC 35064295,180.5408896,-3.5809053,170.998,12.42205,0.0018,-0.00182,0.1013,0.0008,-0.0009,,,,,,,,,,,,,2457586.5082,0.0074,-0.0077,,,,,,,,,,0.9,0.02,-0.03,0.83,0.01,-0.01,5425.0,44.0,-44.0,Transit,2018.0,1
K2-160 b,K2-160,,,TIC 349456525,184.0545174,-3.5530888,315.363,3.705871,7.4e-05,-7.6e-05,,,,,,,88.25363,1.1972,-2.12984,,,,,,,2457585.66638,0.000815,-0.000786,,,,,,,,,,0.982829,0.023325,-0.025493,0.913754,0.037239,-0.026021,5649.0,50.0,-50.0,Transit,2018.0,1
K2-161 b,K2-161,,,TIC 349445839,183.7938491,-3.4956913,916.319,9.283188,0.002052,-0.0023,,,,,,,87.25087,1.99063,-5.63286,,,,,,,2457587.84755,0.007734,-0.007298,,,,,,,,,,0.986876,0.082131,-0.060459,2.568173,0.314886,-0.249842,4972.0,50.0,-50.0,Transit,2018.0,1
K2-162 b,K2-162,,,TIC 94892940,186.0383865,-1.111479,124.433,9.45889,0.00104,-0.00107,0.0795,0.0006,-0.0006,,,,,,,,,,,,,2457583.9076,0.0047,-0.0042,,,,,,,,,,0.75,0.02,-0.02,0.69,0.01,-0.01,4842.0,49.0,-45.0,Transit,2018.0,1
K2-163 b,K2-163,,,TIC 56760743,182.3292517,-0.5393421,208.529,6.673117,0.000316,-0.000303,,,,,,,88.25311,1.27988,-2.18807,,,,,,,2457582.84838,0.001902,-0.001909,,,,,,,,,,0.826112,0.019092,-0.022721,0.762201,0.018288,-0.01303,4937.0,50.0,-50.0,Transit,2018.0,1
K2-165 b,K2-165,,,TIC 149969625,184.9004881,0.968327,134.591,2.354992,0.000246,-0.000261,,,,,,,87.08276,2.15115,-4.38298,,,,,,,2457584.48273,0.004685,-0.0046,,,,,,,,,,0.834847,0.030908,-0.030246,0.803827,0.045272,-0.029458,5185.0,50.0,-50.0,Transit,2018.0,1
K2-165 c,K2-165,,,TIC 149969625,184.9004881,0.968327,134.591,4.382745,0.000514,-0.000536,,,,,,,87.05435,2.05339,-4.97078,,,,,,,2457584.21311,0.004817,-0.004841,,,,,,,,,,0.834847,0.030908,-0.030246,0.803827,0.045272,-0.029458,5185.0,50.0,-50.0,Transit,2018.0,1
K2-165 d,K2-165,,,TIC 149969625,184.9004881,0.968327,134.591,14.101361,0.001146,-0.001065,,,,,,,89.0019,0.72159,-1.166,,,,,,,2457586.7581,0.002225,-0.002216,,,,,,,,,,0.834847,0.030908,-0.030246,0.803827,0.045272,-0.029458,5185.0,50.0,-50.0,Transit,2018.0,1
Kepler-477 b,Kepler-477,,,TIC 158633329,288.067445,42.355305,,11.11990653,1.16e-05,-1.16e-05,,,,,,,,,,,,,,,,2454972.752936,0.000831,-0.000831,,,,,,,,,,0.87,0.025,-0.031,0.79,0.018,-0.022,5240.0,49.3,-41.14,Transit,2016.0,1
Kepler-108 b,Kepler-108,,,TIC 271164755,294.5589885,46.0623952,338.732,49.183921,5.4e-05,-5.4e-05,0.292,,,,,,,,,,,,,,,2454974.91123,0.00066,-0.00066,,,,,,,,,,,,,2.192,0.121,-0.121,5854.0,92.0,-92.0,Transit,2014.0,1
EPIC 201595106 b,EPIC 201595106,,,TIC 397052808,183.7203635,1.9681688,232.1,0.87724,4e-05,-4e-05,0.0177,0.0003,-0.0003,0.0,,,78.2,0.7,-0.7,0.0,,,2458204.2649,0.32,-0.32,2457583.04429,0.00157,-0.00157,0.02413252,0.00235976,-0.00235976,,,,5.19,0.51,-0.51,0.958,0.048,-0.048,0.98,0.025,-0.025,5679.0,60.0,-39.0,Transit,2021.0,1
K2-166 b,K2-166,,,TIC 377171980,185.1880932,2.2823788,476.882,8.52695,0.00362,-0.0037,0.0858,0.001,-0.0009,,,,,,,,,,,,,2457586.7635,0.0165,-0.0167,,,,,,,,,,1.16,0.05,-0.03,1.61,0.04,-0.04,5960.0,52.0,-53.0,Transit,2018.0,1
K2-175 b,K2-175,,,TIC 435279748,52.5035514,17.5841081,247.266,9.525988,0.001241,-0.00128,,,,,,,87.49426,1.69246,-2.9829,,,,,,,2457073.27684,0.004524,-0.004408,,,,,,,,,,1.094693,0.057394,-0.039346,1.420038,0.206457,-0.173719,5909.0,50.0,-50.0,Transit,2018.0,1
K2-176 b,K2-176,,,TIC 440724456,58.2691796,17.9069486,247.302,5.329439,0.00061,-0.000709,,,,,,,88.06252,1.41766,-2.94032,,,,,,,2457066.78593,0.003736,-0.003763,,,,,,,,,,0.938545,0.019918,-0.024528,0.86416,0.032656,-0.020343,5428.0,50.0,-50.0,Transit,2018.0,1
K2-177 b,K2-177,,,TIC 114031109,55.2296156,20.7360891,492.167,14.155185,0.00315,-0.002965,,,,,,,87.21955,1.99823,-3.74054,,,,,,,2457070.08022,0.007105,-0.006863,,,,,,,,,,1.210525,0.031808,-0.037544,1.213565,0.086993,-0.061462,6063.0,50.0,-50.0,Transit,2018.0,1
K2-178 b,K2-178,,,TIC 26078330,52.8888524,22.4348186,214.753,8.747818,0.000363,-0.000358,,,,,,,88.61078,1.00607,-1.59177,,,,,,,2457070.33656,0.001474,-0.001526,,,,,,,,,,0.95109,0.023041,-0.027891,0.887267,0.044076,-0.025997,5525.0,50.0,-50.0,Transit,2018.0,1
Kepler-9 d,Kepler-9,,,TIC 120571842,285.5739904,38.4008192,628.257,1.592851,4.5e-05,-4.5e-05,0.0273,0.00042,-0.00043,,,,,,,,,,,,,2455015.0943,0.0018,-0.0033,,,,,,,,,,1.07,0.05,-0.05,1.02,0.05,-0.05,5777.0,61.0,-61.0,Transit,2010.0,1
K2-183 b,K2-183,,,TIC 60256211,125.007177,14.0194586,329.041,0.469285,6.4e-05,-6.4e-05,,,,,,,90.1,20.0,-10.0,,,,,,,2457196.91237,0.0019,-0.0017,,,,,,,,,,,,,0.87,0.04,-0.04,5482.0,50.0,-50.0,Transit,2018.0,1
K2-185 b,K2-185,,,TIC 337607207,130.2596625,14.6902225,268.357,10.616384,6.9e-05,-7.4e-05,,,,,,,,,,,,,,,,2457144.727092,0.005898,-0.005466,,,,,,,,,,0.96,0.05,-0.07,0.94,0.03,-0.03,5788.0,190.0,-157.0,Transit,2018.0,1
K2-185 c,K2-185,,,TIC 337607207,130.2596625,14.6902225,268.357,52.713494,0.000155,-0.000164,,,,,,,,,,,,,,,,2457159.157391,0.002498,-0.002358,,,,,,,,,,0.96,0.05,-0.07,0.94,0.03,-0.03,5788.0,190.0,-157.0,Transit,2018.0,1
K2-263 b,K2-263,,,TIC 21276520,129.6821253,15.6806039,162.481,50.819172,6.6e-05,-6.8e-05,0.2573,0.0029,-0.003,0.08,0.089,-0.057,89.271,0.045,-0.035,,,,,,,2459534.0662,0.002,-0.0021,0.04845382,0.00755124,-0.00786588,,,,2.91,0.45,-0.46,0.88,0.03,-0.03,0.85,0.02,-0.02,5368.0,44.0,-44.0,Transit,2018.0,1
K2-186 b,K2-186,,,TIC 203228393,135.3350487,18.8252879,330.739,41.474219,0.003288,-0.004316,,,,,,,89.52426,0.33438,-0.5924,,,,,,,2457154.8454,0.001887,-0.001972,,,,,,,,,,1.018617,0.022671,-0.027107,0.98083,0.075464,-0.041402,5784.0,50.0,-50.0,Transit,2018.0,1
K2-341 b,K2-341,,,TIC 175290685,130.4971951,19.9166357,421.408,36.552551,0.000127,-0.000122,,,,,,,,,,,,,,,,2457152.708694,0.002195,-0.002083,,,,,,,,,,0.98,0.07,-0.07,1.16,0.06,-0.05,5817.0,45.0,-48.0,Transit,2021.0,1
K2-187 b,K2-187,,,TIC 332024125,132.5235618,23.1924709,330.916,0.77401,8.3e-05,-8.3e-05,,,,,,,89.7,10.0,-8.0,,,,,,,2457184.43637,0.0016,-0.0018,,,,,,,,,,,,,0.83,0.11,-0.11,5438.0,63.0,-63.0,Transit,2018.0,1
K2-188 b,K2-188,,,TIC 175236511,129.8137008,23.3574367,446.821,1.742169,0.000457,-0.000365,0.0289,0.0003,-0.0003,,,,,,,,,,,,,2457140.47617,0.00719,-0.00832,,,,,,,,,,1.06,0.03,-0.03,1.19,0.03,-0.03,5977.0,87.0,-87.0,Transit,2018.0,1
K2-189 b,K2-189,,,TIC 422349881,203.6214411,-15.0365158,242.113,2.58812,0.00011,-0.00011,,,,,,,,,,,,,,,,2457222.1466,0.0019,-0.0019,,,,,,,,,,0.85,0.03,-0.03,0.879,0.034,-0.034,5442.0,100.0,-100.0,Transit,2018.0,1
K2-190 c,K2-190,,,TIC 392469577,205.3630485,-13.1608686,160.679,21.574023,0.00573,-0.004302,,,,,,,88.97694,0.73072,-1.6496,,,,,,,2457228.69256,0.0065,-0.007313,,,,,,,,,,0.904597,0.032702,-0.036406,0.912206,0.095801,-0.057605,5631.0,50.0,-50.0,Transit,2018.0,1
K2-195 c,K2-195,,,TIC 178941218,199.8315191,-8.5095364,315.014,28.482786,0.006439,-0.00731,,,,,,,88.53687,1.11125,-2.6914,,,,,,,2457243.00895,0.006125,-0.00549,,,,,,,,,,0.963364,0.028483,-0.031563,0.906367,0.0466,-0.033264,5712.0,50.0,-50.0,Transit,2018.0,1
K2-196 b,K2-196,,,TIC 178954837,200.4562487,-8.4717104,584.877,48.324222,0.008457,-0.008716,,,,,,,88.27355,1.42238,-2.3498,,,,,,,2457227.89072,0.005077,-0.005139,,,,,,,,,,1.162095,0.074983,-0.04503,1.538801,0.22634,-0.194994,6045.0,50.0,-50.0,Transit,2018.0,1
Kepler-42 b,Kepler-42,,,TIC 63126862,292.2196,44.6173667,40.0595,1.2137672,4.6e-06,-4.6e-06,0.0116,,,,,,,,,,,,,,,2455003.48329,0.00054,-0.00054,,,,,,,,,,0.13,0.05,-0.05,0.17,0.04,-0.04,3068.0,174.0,-174.0,Transit,2011.0,1
K2-201 b,K2-201,,,TIC 125060509,293.5607117,-23.1312775,197.932,1.05979,4.3e-05,-4.4e-05,,,,,,,84.41366,4.05335,-6.73471,,,,,,,2457301.98415,0.001908,-0.001908,,,,,,,,,,0.956055,0.019958,-0.021357,0.878161,0.02908,-0.021055,5507.0,50.0,-50.0,Transit,2018.0,1
K2-201 c,K2-201,,,TIC 125060509,293.5607117,-23.1312775,197.932,22.779878,0.001957,-0.001947,,,,,,,89.27205,0.5193,-0.92288,,,,,,,2457319.78302,0.00226,-0.002151,,,,,,,,,,0.956055,0.019958,-0.021357,0.878161,0.02908,-0.021055,5507.0,50.0,-50.0,Transit,2018.0,1
K2-202 b,K2-202,,,TIC 441907126,283.2643203,-22.4070553,300.397,3.405164,0.000126,-0.000121,,,,,,,87.67245,1.62835,-2.94495,,,,,,,2457304.25153,0.001611,-0.001686,,,,,,,,,,0.971461,0.029778,-0.027877,0.910685,0.050695,-0.033546,5491.0,58.0,-58.0,Transit,2018.0,1
K2-381 b,K2-381,,,TIC 10195089,288.0267612,-21.0075789,145.701,7.9389334,0.000596,-0.000592,,,,,,,,,,,,,,,,2457304.844,0.0033,-0.0063,,,,,,,,,,0.754,0.337,-0.239,0.675,0.052,-0.047,4473.0,138.0,-138.0,Transit,2022.0,1
K2-381 d,K2-381,,,TIC 10195089,288.0267612,-21.0075789,145.701,26.803023,0.002775,-0.003048,,,,,,,,,,,,,,,,2457307.9152,0.0038,-0.0043,,,,,,,,,,0.754,0.337,-0.239,0.675,0.052,-0.047,4473.0,138.0,-138.0,Transit,2022.0,1
K2-382 b,K2-382,,,TIC 187960878,287.4125267,-19.6269336,278.412,21.700156,0.002021,-0.001915,,,,,,,,,,,,,,,,2457314.3647,0.0045,-0.0036,,,,,,,,,,0.922,0.401,-0.284,0.811,0.053,-0.047,5452.0,138.0,-138.0,Transit,2022.0,1
K2-383 b,K2-383,,,TIC 31244979,282.008765,-18.3795798,203.788,1.865962,8.5e-05,-6.8e-05,,,,,,,,,,,,,,,,2457302.0928,0.0016,-0.0023,,,,,,,,,,1.061,0.459,-0.327,0.804,0.055,-0.051,5129.0,138.0,-138.0,Transit,2022.0,1
K2-203 b,K2-203,,,TIC 333605244,12.7736909,-1.1958844,166.147,9.6952,0.0014,-0.0014,0.0824,0.0011,-0.001,0.23,0.42,-0.18,89.12,0.59,-0.57,-124.0,100.0,-74.0,,,,2457435.4189,0.0037,-0.0036,,,,,,,,,,0.793,0.033,-0.029,0.765,0.024,-0.023,5026.0,82.0,-81.0,Transit,2018.0,1
K2-204 b,K2-204,,,TIC 248351386,17.3825067,-0.5177539,577.235,7.055908,5.8e-05,-7.4e-05,0.0738,0.002,-0.002,0.28,0.37,-0.19,88.76,0.86,-1.0,-88.0,61.0,-63.0,,,,2457452.955,0.0022,-0.0022,,,,,,,,,,1.076,0.092,-0.086,1.253,0.055,-0.053,5783.0,100.0,-98.0,Transit,2018.0,1
