pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
Kepler-882 b,Kepler-882,,,TIC 271158747,294.6500256,43.3356106,504.605,3.989539666,9.758e-06,-9.758e-06,,,,,,,,,,,,,,,,2454967.0998,0.00201,-0.00201,,,,,,,,,,0.9,0.051,-0.054,0.87,0.098,-0.061,5476.0,141.55,-156.54,Transit,2016.0,1
TOI-2518 b,TOI-2518,,,TIC 96925186,105.4448495,-34.9196867,160.825,6.89797425216,6.423965e-05,-7.675123e-05,,,,,,,87.95748,1.45609,-2.87646,,,,,,,2459231.04512184,0.00476044,-0.00571189,,,,,,,,,,,,,0.993374,,,5751.2,,,Transit,2026.0,1
TOI-2524 b,TOI-2524,,,TIC 169249234,160.8868435,-1.9126984,438.842,7.18585,1e-05,-1e-05,0.073,0.0007,-0.0007,0.0,,,89.4,0.4,-0.4,,,,,,,2458550.155,0.002,-0.001,0.64,0.04,-0.04,,,,67.0,4.0,-4.0,1.007,0.032,-0.029,1.119,0.024,-0.023,5831.0,80.0,-80.0,Transit,2023.0,1
TOI-2525 b,TOI-2525,,,TIC 149601126,86.8509737,-60.5213081,395.398,23.2856,0.0017,-0.0017,0.1511,0.002,-0.002,0.17,0.011,-0.01,89.5,0.07,-0.07,345.9,0.8,-0.8,,,,2458333.5289,0.002,-0.002,0.084,0.005,-0.005,,,,6.7,0.4,-0.4,0.849,0.042,-0.042,0.785,0.031,-0.031,5096.0,102.0,-102.0,Transit,2023.0,1
TOI-2525 c,TOI-2525,,,TIC 149601126,86.8509737,-60.5213081,395.398,49.2519,0.0004,-0.0004,0.249,0.004,-0.004,0.157,0.008,-0.007,89.97,0.09,-0.09,21.5,1.1,-1.1,,,,2458335.4118,0.0014,-0.0014,0.657,0.031,-0.032,,,,41.2,2.2,-2.2,0.849,0.042,-0.042,0.785,0.031,-0.031,5096.0,102.0,-102.0,Transit,2023.0,1
Kepler-881 b,Kepler-881,,,TIC 158936201,288.9925529,46.6706513,1375.18,4.44448017,2.53e-05,-2.53e-05,,,,,,,,,,,,,,,,2454966.46263,0.00434,-0.00434,,,,,,,,,,1.06,0.077,-0.069,1.09,0.262,-0.114,5961.0,102.59,-115.91,Transit,2016.0,1
TOI-2529 b,TOI-2529,,,TIC 269333648,118.9945352,-52.3548332,296.271,64.5949,0.0003,-0.0003,0.327,0.02,-0.02,0.021,0.024,-0.015,,,,103.8,106.5,-39.3,,,,2458538.5151,0.0046,-0.0041,2.34,0.197,-0.195,,,,110.5,3.1,-3.2,1.11,0.01,-0.02,1.7,0.02,-0.03,5802.0,60.0,-52.0,Transit,2024.0,1
Kepler-880 b,Kepler-880,,,TIC 351803495,281.9712347,43.6727839,601.324,7.71468975,1.918e-05,-1.918e-05,,,,,,,,,,,,,,,,2454966.55478,0.00225,-0.00225,,,,,,,,,,1.46,0.233,-0.131,1.74,0.686,-0.286,6761.0,98.88,-97.72,Transit,2016.0,1
TOI-2537 b,TOI-2537,,,TIC 399967279,54.3882661,10.0577464,184.986,94.1022,0.0011,-0.0011,0.3715,0.0077,-0.008,0.364,0.039,-0.039,89.592,0.097,-0.075,75.2,6.8,-7.1,,,,2458440.329,0.014,-0.014,1.307,0.091,-0.088,1.307,0.091,-0.088,74.7,4.1,-4.1,0.771,0.049,-0.049,0.771,0.039,-0.04,4870.0,150.0,-150.0,Transit,2024.0,1
TOI-2545 b,TOI-2545,,,TIC 149845414,135.5458029,-3.4208194,107.118,7.994037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055,0.139439,-0.114804,1.25324,0.051605,-0.059354,5846.29,115.05,-115.17,Transit,2022.0,1
Kepler-43 b,Kepler-43,,,TIC 164892194,285.2408288,46.6682411,1005.84,3.0240949,6e-07,-6e-07,0.046,0.0026,-0.0025,,,,84.646,0.107,-0.091,,,,,,,2454965.41624,2e-05,-2e-05,3.23,0.26,-0.26,,,,375.0,13.0,-13.0,1.32,0.09,-0.09,1.42,0.07,-0.07,6041.0,143.0,-143.0,Transit,2011.0,1
Kepler-879 b,Kepler-879,,,TIC 27639443,295.8065515,50.9097521,802.672,33.3855938,0.000142,-0.000142,,,,,,,,,,,,,,,,2454981.92796,0.00332,-0.00332,,,,,,,,,,1.02,0.057,-0.056,1.02,0.217,-0.096,5792.0,96.05,-120.23,Transit,2016.0,1
TOI-2567 b,TOI-2567,,,TIC 258920431,288.4656683,66.3479375,504.775,5.983944,1.3e-05,-1.3e-05,0.0672,0.0024,-0.0012,0.0,0.048,-0.052,88.3,1.1,-0.82,,,,,,,2459007.78085,0.00052,-0.00052,0.201,0.034,-0.031,,,,20.6,3.2,-3.1,1.13,0.13,-0.059,1.686,0.043,-0.044,5611.0,62.0,-65.0,Transit,2022.0,1
TOI-2570 b,TOI-2570,,,TIC 239816546,87.1880397,32.0840435,361.857,2.9887615,2.2e-06,-2.2e-06,0.04145,0.00081,-0.00086,0.0,0.048,-0.052,87.73,0.75,-0.57,,,,,,,2459393.14532,0.00021,-0.00021,0.82,0.063,-0.065,,,,111.2,6.9,-7.5,1.063,0.063,-0.065,1.095,0.026,-0.025,5771.0,89.0,-87.0,Transit,2022.0,1
Kepler-878 b,Kepler-878,,,TIC 164892142,285.2962562,46.6034497,791.625,25.9422033,0.0001029,-0.0001029,,,,,,,,,,,,,,,,2454989.18603,0.00297,-0.00297,,,,,,,,,,0.81,0.036,-0.043,0.77,0.036,-0.039,5044.0,49.53,-47.72,Transit,2016.0,1
TOI-2580 b,TOI-2580,,,TIC 102713734,62.1992072,67.1165264,379.253,3.39775,2e-06,-2e-06,0.048,0.003,-0.003,0.08,0.04,-0.04,,,,114.0,30.0,-30.0,,,,2458839.4534,0.0005,-0.0005,0.63,0.08,-0.08,,,,70.0,8.0,-8.0,1.33,0.08,-0.08,1.81,0.06,-0.06,6120.0,30.0,-30.0,Transit,2024.0,1
TOI-2583 A b,TOI-2583 A,,,TIC 7548817,272.2670293,45.3368996,566.189,4.5207265,4.9e-06,-4.9e-06,0.0571,0.001,-0.0013,0.0,,,88.16,0.98,-0.76,,,,,,,2459216.01039,0.00036,-0.00036,0.25,0.058,-0.056,,,,27.1,6.1,-6.1,1.215,0.063,-0.082,1.477,0.036,-0.032,5936.0,65.0,-68.0,Transit,2023.0,1
TOI-2587 A b,TOI-2587 A,,,TIC 68007716,115.9317105,-1.073333,373.675,5.45664,1.1e-05,-1.1e-05,0.0635,0.0025,-0.0013,0.0,,,84.81,0.49,-0.4,,,,,,,2458950.09242,0.00076,-0.00076,0.218,0.054,-0.046,,,,22.7,5.4,-4.7,1.15,0.14,-0.07,1.726,0.049,-0.047,5760.0,80.0,-79.0,Transit,2023.0,1
Kepler-877 b,Kepler-877,,,TIC 159175206,289.8591023,46.5227429,602.176,18.45847097,4.779e-05,-4.779e-05,,,,,,,,,,,,,,,,2454971.16463,0.00223,-0.00223,,,,,,,,,,0.85,0.041,-0.052,0.81,0.052,-0.048,5261.0,66.39,-67.02,Transit,2016.0,1
TOI-2589 b,TOI-2589,,,TIC 157698565,107.4881501,-37.230948,200.273,61.6277,0.0002,-0.0002,0.3,0.006,-0.005,0.522,0.006,-0.006,89.17,0.01,-0.01,218.0,1.0,-1.0,,,,2458494.579,0.002,-0.002,3.5,0.1,-0.1,,,,221.0,3.0,-3.0,0.93,0.03,-0.02,1.07,0.01,-0.01,5579.0,70.0,-70.0,Transit,2023.0,1
Kepler-876 b,Kepler-876,,,TIC 164529393,283.4781717,43.3837235,820.913,5.14438011,2.466e-05,-2.466e-05,,,,,,,,,,,,,,,,2454966.82743,0.00362,-0.00362,,,,,,,,,,0.81,0.038,-0.043,0.77,0.034,-0.039,5060.0,63.15,-63.75,Transit,2016.0,1
Kepler-875 b,Kepler-875,,,TIC 273141643,297.3012497,43.1418313,1242.62,27.5073799,0.0001536,-0.0001536,,,,,,,,,,,,,,,,2454984.83875,0.00397,-0.00397,,,,,,,,,,1.06,0.131,-0.094,1.11,0.301,-0.162,5958.0,259.15,-255.76,Transit,2016.0,1
Kepler-874 b,Kepler-874,,,TIC 271347296,294.9568477,43.0142991,1082.16,40.0686727,0.0001013,-0.0001013,,,,,,,,,,,,,,,,2454984.80829,0.00209,-0.00209,,,,,,,,,,1.09,0.117,-0.091,1.13,0.306,-0.155,6020.0,155.87,-210.62,Transit,2016.0,1
Kepler-873 b,Kepler-873,,,TIC 27843860,296.4031319,51.2712773,1182.22,20.5533844,7.327e-05,-7.327e-05,,,,,,,,,,,,,,,,2454972.55817,0.00288,-0.00288,,,,,,,,,,1.18,0.175,-0.088,1.27,0.533,-0.177,6163.0,97.06,-135.88,Transit,2016.0,1
Kepler-303 b,Kepler-303,,,TIC 164460208,283.1354742,43.6567036,209.738,1.937055,4e-06,-4e-06,0.024,,,,,,,,,,,,,,,2454967.71867,0.00124,-0.00124,,,,,,,,,,,,,0.485,0.025,-0.025,3944.0,150.0,-150.0,Transit,2014.0,1
TOI-2641 b,TOI-2641,,,TIC 162802770,171.1303716,-42.7321394,344.045,4.880974,2.3e-05,-3.7e-05,0.0607,0.0042,-0.0043,0.18,,,83.75,0.71,-0.55,,,,,,,2459332.21332,0.00064,-0.00067,0.386,0.022,-0.036,,,,41.6,2.6,-3.7,1.16,0.07,-0.07,1.336,0.055,-0.055,6100.0,100.0,-100.0,Transit,2023.0,1
TOI-2654 b,TOI-2654,,,TIC 200805484,52.9815377,-47.9946912,248.964,2.96760425926,3.51285e-06,-3.52416e-06,,,,,,,87.79259,1.42684,-1.50324,,,,,,,2458414.30009512,0.00070058,-0.00069494,,,,,,,,,,,,,0.756095,,,4594.08,,,Transit,2026.0,1
Kepler-872 b,Kepler-872,,,TIC 271669275,295.4174725,43.6056117,879.683,2.578855068,5.168e-06,-5.168e-06,,,,,,,,,,,,,,,,2454966.22337,0.00159,-0.00159,,,,,,,,,,1.05,0.064,-0.076,1.08,0.267,-0.126,5902.0,123.56,-185.0,Transit,2016.0,1
Kepler-871 b,Kepler-871,,,TIC 271158815,294.5270634,43.3681317,1976.05,22.0459018,0.0001072,-0.0001072,,,,,,,,,,,,,,,,2454969.47832,0.00442,-0.00442,,,,,,,,,,1.11,0.089,-0.075,1.14,0.31,-0.126,5993.0,107.01,-146.49,Transit,2016.0,1
Kepler-870 b,Kepler-870,,,TIC 27455225,295.4025625,50.4785992,1259.46,21.3587621,0.0001184,-0.0001184,,,,,,,,,,,,,,,,2454968.07113,0.00434,-0.00434,,,,,,,,,,1.01,0.066,-0.062,1.02,0.185,-0.103,5857.0,139.18,-150.97,Transit,2016.0,1
TOI-2714 b,TOI-2714,,,TIC 332534326,61.4012482,-14.9267458,597.873,2.499387,4e-06,-4e-06,0.036,0.002,-0.002,0.164,,,86.3,2.0,-1.3,-146.0,55.0,-95.0,,,,2459168.9479,0.0008,-0.0008,0.71736822,0.10382961,-0.10068326,,,,103.0,14.0,-14.0,1.07,0.06,-0.06,1.25,0.054,-0.054,5665.0,115.0,-115.0,Transit,2024.0,1
TOI-2719 b,TOI-2719,,,TIC 176314383,71.5549449,-0.8048725,588.368,3.37594,5e-05,-5e-05,,,,,,,83.07,0.76,-0.76,,,,,,,2459882.955,0.0053,-0.0048,,,,,,,,,,1.02,0.13,-0.13,1.69,0.1,-0.1,5762.0,50.0,-50.0,Transit,2025.0,1
NGTS-31 b,NGTS-31,,,TIC 167714124,80.4212533,-38.656827,497.376,4.162734,4e-06,-4e-06,0.064,0.008,-0.008,0.0,,,85.6,0.1,-0.1,90.0,,,,,,2459039.1615,0.0004,-0.0004,1.12,0.12,-0.12,,,,146.63,8.26,-5.97,0.96,0.11,-0.05,1.7,0.2,-0.21,5710.0,70.0,-70.0,Transit,2025.0,1
Kepler-869 b,Kepler-869,,,TIC 299218299,289.4245955,50.9941198,939.455,40.4287755,0.0001799,-0.0001799,,,,,,,,,,,,,,,,2454972.50229,0.00352,-0.00352,,,,,,,,,,0.97,0.049,-0.052,0.95,0.219,-0.072,5664.0,72.29,-95.26,Transit,2016.0,1
Kepler-868 b,Kepler-868,,,TIC 123447451,282.3635315,46.6752384,1593.13,5.03251791,2.082e-05,-2.082e-05,,,,,,,,,,,,,,,,2454970.33295,0.00346,-0.00346,,,,,,,,,,0.93,0.046,-0.06,0.89,0.088,-0.064,5614.0,75.11,-68.84,Transit,2016.0,1
Kepler-867 b,Kepler-867,,,TIC 399915645,287.2852554,51.2499499,1195.54,150.242127,0.0006047,-0.0006047,,,,,,,,,,,,,,,,2454971.28724,0.00311,-0.00311,,,,,,,,,,0.92,0.037,-0.038,0.91,0.061,-0.044,5541.0,61.72,-68.57,Transit,2016.0,1
TOI-2768 b,TOI-2768,,,TIC 443556801,99.3641336,-15.4812031,78.4525,1.50801,6e-06,-6e-06,0.027,0.0019,-0.0046,,,,87.78,1.57,-2.79,,,,,,,2459225.6442,0.001,-0.0011,,,,,,,,,,0.63,0.079,-0.079,0.657,0.069,-0.069,4008.0,130.39,-130.39,Transit,2024.0,1
KOI-13 b,KOI-13,,,TIC 158324245,286.9713876,46.8682463,519.096,1.763588,1e-06,-1e-06,0.03641,0.00087,-0.00087,0.00064,0.00012,-0.00016,86.77,0.048,-0.052,5.0,8.0,-10.0,,,,2454953.56596,2e-05,-3e-05,9.28,0.16,-0.16,,,,,,,1.72,0.1,-0.1,1.74,0.04,-0.04,7650.0,250.0,-250.0,Transit,2011.0,1
Kepler-866 b,Kepler-866,,,TIC 159307214,290.1222112,43.085407,646.667,2.617032536,7.305e-06,-7.305e-06,,,,,,,,,,,,,,,,2454967.03179,0.00253,-0.00253,,,,,,,,,,0.75,0.037,-0.046,0.71,0.028,-0.043,4751.0,64.17,-70.26,Transit,2016.0,1
Kepler-865 b,Kepler-865,,,TIC 273499989,297.7242257,43.5272796,586.137,14.16399294,2.463e-05,-2.463e-05,,,,,,,,,,,,,,,,2454973.5901,0.00136,-0.00136,,,,,,,,,,0.93,0.092,-0.065,0.92,0.18,-0.086,5570.0,287.71,-208.99,Transit,2016.0,1
TOI-2796 b,TOI-2796,,,TIC 220076110,84.1527191,0.8962788,350.343,4.8084983,5.7e-06,-5.6e-06,0.0569,0.001,-0.0011,0.0,,,85.22,,,,,,,,,2459026.48882,0.00045,-0.00045,0.44,0.1,-0.11,,,,50.0,11.0,-12.0,1.063,0.057,-0.062,1.069,0.024,-0.024,5764.0,81.0,-78.0,Transit,2023.0,1
TOI-2803 A b,TOI-2803 A,,,TIC 124379043,93.1147397,-23.4924956,494.818,1.96229325,8.2e-07,-8.2e-07,0.03185,0.00052,-0.00052,0.0,,,89.0,0.7,-1.0,,,,,,,2459207.6864,0.00022,-0.00023,0.975,0.083,-0.07,,,,146.7,11.0,-8.9,1.118,0.056,-0.054,1.245,0.022,-0.021,6280.0,99.0,-96.0,Transit,2023.0,1
Kepler-864 b,Kepler-864,,,TIC 164836049,285.0570943,46.3206074,2022.9,5.83376092,1.891e-05,-1.891e-05,,,,,,,,,,,,,,,,2454971.74873,0.00267,-0.00267,,,,,,,,,,1.0,0.048,-0.054,1.0,0.262,-0.088,5754.0,66.12,-63.35,Transit,2016.0,1
TOI-2818 b,TOI-2818,,,TIC 151483286,119.0598183,-35.1167104,312.674,4.039709,2.4e-06,-2.3e-06,0.0493,0.001,-0.0008,0.0,,,87.73,0.75,-0.55,,,,,,,2459023.44641,0.00025,-0.00025,0.71,0.26,-0.26,,,,91.0,33.0,-33.0,0.977,0.063,-0.049,1.229,0.032,-0.031,5721.0,88.0,-83.0,Transit,2023.0,1
Kepler-863 b,Kepler-863,,,TIC 273500946,297.6644677,43.2489903,1499.66,15.59461874,4.285e-05,-4.285e-05,,,,,,,,,,,,,,,,2454970.56547,0.00223,-0.00223,,,,,,,,,,0.96,0.107,-0.068,0.95,0.222,-0.1,5678.0,317.91,-195.62,Transit,2016.0,1
TOI-2842 b,TOI-2842,,,TIC 178162579,108.0442066,-10.63934,460.995,3.5514058,7.7e-06,-7.8e-06,0.0475,0.001,-0.0011,0.0,,,84.42,0.34,-0.35,,,,,,,2459172.17909,0.00077,-0.00077,0.37,0.052,-0.047,,,,45.2,5.8,-5.4,1.135,0.077,-0.079,1.265,0.04,-0.037,5910.0,100.0,-100.0,Transit,2023.0,1
Kepler-1754 b,Kepler-1754,,,TIC 27532561,295.4570818,50.0771838,718.945,8.195949554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734,0.07,-0.058,0.747,0.046,-0.069,4723.0,167.0,-167.0,Transit,2021.0,1
Kepler-862 b,Kepler-862,,,TIC 273379660,297.7792466,46.4926688,1039.03,3.148664534,7.031e-06,-7.031e-06,,,,,,,,,,,,,,,,2455189.93547,0.00149,-0.00149,,,,,,,,,,0.88,0.043,-0.046,0.84,0.071,-0.051,5333.0,86.45,-134.35,Transit,2016.0,1
TOI-2876 b,TOI-2876,,,TIC 10827386,110.2473528,-21.1146384,225.744,6.2996431,7e-06,-7e-06,0.0654,0.0009,-0.0011,0.13,,,87.13,0.12,-0.13,,,,,,,2459109.77217,0.00044,-0.00044,0.17,0.052,-0.052,,,,19.5,5.9,-5.9,0.939,0.041,-0.045,0.873,0.021,-0.02,5271.0,110.0,-96.0,Transit,2025.0,1
TOI-2886 b,TOI-2886,,,TIC 318796593,110.0076569,-10.5698414,413.673,1.60200105,4.4e-07,-4.3e-07,0.02871,0.00044,-0.00051,0.11,,,87.8,1.3,-1.1,,,,,,,2459311.01449,0.00014,-0.00014,1.4,0.23,-0.23,,,,212.0,34.0,-34.0,1.229,0.057,-0.065,1.241,0.024,-0.022,6240.0,150.0,-150.0,Transit,2025.0,1
Kepler-1753 b,Kepler-1753,,,TIC 158664331,288.236664,46.6058744,707.688,16.00460052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.057,-0.092,0.769,0.111,-0.056,5180.0,155.0,-155.0,Transit,2021.0,1
Kepler-861 b,Kepler-861,,,TIC 63206411,292.3539624,46.2262465,850.327,3.949631375,5.49e-06,-5.49e-06,,,,,,,,,,,,,,,,2454967.60939,0.00114,-0.00114,,,,,,,,,,0.82,0.037,-0.043,0.78,0.037,-0.036,5047.0,65.25,-72.9,Transit,2016.0,1
Kepler-302 c,Kepler-302,,,TIC 270951852,294.3169307,43.6292436,1402.58,127.282184,0.000427,-0.000427,0.503,,,,,,,,,,,,,,,2454996.88937,0.00213,-0.00213,,,,,,,,,,,,,1.22,0.249,-0.249,5740.0,107.0,-107.0,Transit,2014.0,1
TOI-2969 b,TOI-2969,,,TIC 36452991,150.0626247,-47.4452436,163.996,1.8237146,2e-07,-2e-07,0.0261,0.0002,-0.0002,0.0,,,84.9,0.4,-0.4,,,,,,,2459303.30015,9e-05,-8e-05,1.16,0.04,-0.04,,,,243.0,8.0,-8.0,0.71,0.02,-0.02,0.7,0.05,-0.05,4738.0,100.0,-100.0,Transit,2025.0,1
Kepler-102 e,Kepler-102,,,TIC 123357864,281.4824731,47.2078263,107.796,16.1456994,2.2e-06,-2.2e-06,0.1162,0.001,-0.001,0.089,,,89.488,0.051,-0.051,,,,,,,2454967.7537,0.00012,-0.00012,0.01478785,0.00566343,-0.00566343,,,,1.37,0.53,-0.53,0.803,0.021,-0.021,0.724,0.018,-0.018,4909.0,98.0,-98.0,Transit,2013.0,1
Kepler-860 b,Kepler-860,,,TIC 271774166,295.5772681,46.2547028,1056.36,5.101379454,8.945e-06,-8.945e-06,,,,,,,,,,,,,,,,2455190.4825,0.0012,-0.0012,,,,,,,,,,1.04,0.065,-0.056,1.06,0.264,-0.106,5836.0,75.4,-111.94,Transit,2016.0,1
TOI-2977 b,TOI-2977,,,TIC 361343239,143.9265177,-60.3574758,,2.3505614,2.5e-06,-2.5e-06,0.03386,0.00067,-0.0005,0.0,,,89.19,0.57,-0.82,,,,,,,2459373.83677,0.00029,-0.00029,1.68,0.26,-0.25,,,,266.0,39.0,-38.0,0.936,0.057,-0.041,1.073,0.024,-0.02,5691.0,94.0,-93.0,Transit,2023.0,1
TOI-2981 b,TOI-2981,,,TIC 287145649,163.487394,-25.5245988,527.789,3.601501,2e-06,-2e-06,0.048,0.002,-0.002,0.035,,,87.98,0.79,-0.56,28.0,98.0,-134.0,,,,2459302.7195,0.0004,-0.0004,2.00737249,0.10382961,-0.10382961,,,,260.6,8.7,-8.6,1.03,0.06,-0.06,1.08,0.032,-0.032,5940.0,75.0,-75.0,Transit,2024.0,1
Kepler-859 b,Kepler-859,,,TIC 158317824,286.7418337,43.1901197,839.903,20.38177573,5.321e-05,-5.321e-05,,,,,,,,,,,,,,,,2454975.31445,0.00215,-0.00215,,,,,,,,,,0.81,0.035,-0.045,0.77,0.034,-0.036,5020.0,48.72,-50.72,Transit,2016.0,1
TOI-2986 b,TOI-2986,,,TIC 148497855,163.7715605,-6.4784524,563.149,3.2783662,4.4e-06,-4.3e-06,0.04489,0.00096,-0.00088,0.14,,,88.8,0.9,-1.2,,,,,,,2459537.62548,0.00072,-0.00071,0.304,0.067,-0.086,,,,38.0,8.0,-11.0,1.122,0.074,-0.064,1.458,0.033,-0.031,5906.0,66.0,-69.0,Transit,2025.0,1
TOI-2989 b,TOI-2989,,,TIC 97825640,171.2316754,-27.0623619,195.795,3.122832,1e-06,-1e-06,0.0384,0.0003,-0.0003,0.0,,,88.1,0.4,-0.3,,,,,,,2459302.2242,0.0002,-0.0002,3.0,0.2,-0.2,,,,503.0,35.0,-37.0,0.77,0.02,-0.02,0.76,0.03,-0.03,4672.0,170.0,-170.0,Transit,2025.0,1
TOI-2992 b,TOI-2992,,,TIC 49045066,164.3165643,-32.3224375,542.026,3.007812,1.9e-06,-1.9e-06,0.0434,0.0009,-0.0013,0.089,,,86.1,1.1,-0.9,,,,,,,2459503.55851,0.00037,-0.00038,3.33,0.39,-0.39,,,,414.0,43.0,-45.0,1.21,0.07,-0.1,1.545,0.046,-0.047,6000.0,100.0,-110.0,Transit,2025.0,1
Kepler-858 b,Kepler-858,,,TIC 299089652,288.8488552,51.2090375,298.532,76.13602028,5.533e-05,-5.533e-05,,,,,,,,,,,,,,,,2455032.479049,0.000623,-0.000623,,,,,,,,,,0.96,0.035,-0.039,0.91,0.042,-0.037,5653.0,74.35,-61.07,Transit,2016.0,1
TOI-3023 b,TOI-3023,,,TIC 454248975,165.3158231,-72.3567044,389.916,3.9014971,3.1e-06,-3.1e-06,0.0505,0.0015,-0.0009,0.0,,,88.9,0.8,-1.0,,,,,,,2459071.1922,0.0003,-0.0003,0.62,0.1,-0.09,,,,74.0,11.0,-11.0,1.12,0.11,-0.06,1.668,0.046,-0.033,5760.0,85.0,-88.0,Transit,2023.0,1
Kepler-1752 b,Kepler-1752,,,TIC 417655835,290.8541401,51.2227435,962.888,56.35850143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.824,0.096,-0.08,0.821,0.157,-0.085,5446.0,162.0,-162.0,Transit,2021.0,1
Kepler-1669 c,Kepler-1669,,,TIC 169457234,297.4303826,39.8478795,543.444,1.609320045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,0.033,-0.033,0.603,0.027,-0.03,4224.0,84.0,-84.0,Transit,2021.0,1
Kepler-419 b,Kepler-419,,,TIC 27454084,295.4179125,51.1847629,1011.36,69.7546,0.0007,-0.0009,0.37,0.007,-0.006,0.833,0.013,-0.013,88.95,0.14,-0.17,95.2,1.0,-1.2,,,,,,,2.5,0.3,-0.3,,,,,,,1.39,0.08,-0.07,1.74,0.07,-0.07,6430.0,79.0,-79.0,Transit,2014.0,1
Kepler-857 b,Kepler-857,,,TIC 271158887,294.6323978,43.4004526,983.502,85.35129427,9.562e-05,-9.562e-05,,,,,,,,,,,,,,,,2454994.009326,0.000882,-0.000882,,,,,,,,,,0.99,0.075,-0.066,0.99,0.247,-0.099,5773.0,125.46,-173.8,Transit,2016.0,1
TOI-3071 b,TOI-3071,,,TIC 452006073,173.2790517,-56.5033871,485.219,1.266938,2e-06,-2e-06,0.0249,0.0001,-0.0001,0.09,,,82.1,1.3,-1.1,,,,,,,2458594.608,0.002,-0.002,0.2145812,0.01101223,-0.01101223,0.21269339,0.01101223,-0.01101223,33.7,1.7,-1.7,1.29,0.02,-0.02,1.31,0.04,-0.04,6177.0,62.0,-62.0,Transit,2024.0,1
Kepler-14 b,Kepler-14,,,TIC 158561566,287.708814,47.33305,,6.790123,4.3e-06,-4.3e-06,,,,0.035,0.02,-0.02,90.0,0.0,-2.8,,,,,,,2454971.08737,0.00018,-0.00018,8.4,0.35,-0.34,,,,682.9,26.7,-24.6,1.512,0.043,-0.043,2.048,0.112,-0.084,6395.0,60.0,-60.0,Transit,2011.0,1
TOI-3082 b,TOI-3082,,,TIC 428699140,195.9080719,-19.2189845,113.048,1.926907,0.000128,-0.000134,,,,,,,87.63,1.54,-2.39,,,,,,,2459309.1199,0.001,-0.001,,,,,,,,,,0.664,0.0798,-0.0798,0.6847,0.0613,-0.0613,4263.0,100.0,-100.0,Transit,2023.0,1
Kepler-1668 b,Kepler-1668,,,TIC 273132513,297.3523076,46.0959309,1335.64,15.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,1.01738,,,5542.0,123.0,-123.0,Transit,2020.0,1
TOI-3135 b,TOI-3135,,,TIC 448098793,207.8592276,-69.7725635,221.673,3.7065585,1.3e-06,-1.3e-06,0.04756,0.00063,-0.00073,0.24,,,85.69,0.12,-0.12,,,,,,,2459595.16441,0.00018,-0.00018,1.03,0.3,-0.27,,,,130.0,38.0,-34.0,1.044,0.042,-0.047,0.985,0.019,-0.019,5890.0,150.0,-140.0,Transit,2025.0,1
TOI-3160 A b,TOI-3160 A,,,TIC 440872576,224.5658555,-27.6825503,567.678,3.971281,2.5e-06,-2.5e-06,0.0505,0.0012,-0.0012,0.18,,,84.63,0.33,-0.33,,,,,,,2459609.9851,0.00035,-0.00035,1.19,0.16,-0.15,,,,144.0,17.0,-17.0,1.088,0.082,-0.078,1.346,0.042,-0.041,6190.0,170.0,-170.0,Transit,2025.0,1
Kepler-94 b,Kepler-94,,,TIC 123309556,281.1947316,47.4972606,191.904,2.50806,,,,,,,,,,,,,,,,,,2454967.9998,,,0.034,0.004,-0.004,,,,6.11,0.8,-0.8,0.81,0.06,-0.06,0.76,0.03,-0.03,4781.0,98.0,-98.0,Transit,2014.0,1
Kepler-856 b,Kepler-856,,,TIC 159054620,289.6038379,46.3149097,1351.17,8.027680595,2.013e-06,-2.013e-06,,,,,,,,,,,,,,,,2455193.171476,0.000179,-0.000179,,,,,,,,,,0.96,0.045,-0.039,0.93,0.125,-0.058,5535.0,69.55,-84.49,Transit,2016.0,1
NGTS-27 b,NGTS-27,,,TIC 305739565,206.0265266,-32.5229747,942.122,3.3704181,5.9e-06,-5.7e-06,0.0446,0.0026,-0.0036,0.0,,,86.2,2.4,-2.1,,,,,,,2458540.6573,0.001,-0.0011,0.593,0.095,-0.072,,,,76.5,11.9,-8.7,1.07,0.06,-0.06,1.77,0.03,-0.03,5700.0,80.0,-80.0,Transit,2024.0,1
