host,file,n_obs,best_kernel,logL,BIC,AIC,n_params,convergence_gap,ks_statistic,ks_pvalue,lb_statistic,lb_pvalue,lb_df,whitened_std,whitened_kurt_excess,n,p_log_sigma,p_log_rho,p_log_Q,p_log_jitter,p_log_period,p_log_Q0,p_log_dQ,p_logit_f,p_sho.log_sigma,p_sho.log_rho,p_sho.log_Q,p_matern32.log_sigma,p_matern32.log_rho
GJ 176,UID_0021932_RVC_001.tbl,41,sho,-121.45791541027364,257.7701190873645,250.91583082054728,4,2.3471197869128844,0.07193853223115543,0.9735552549275293,3.4808427199157146,0.9006713492845991,8,1.0003422382170055,-0.48437973737037154,41,1.5740290367907175,4.356556015818539,1.8091373249107947,0.7284229136369713,,,,,,,,,
GJ 176,UID_0021932_RVC_002.tbl,28,matern32,-97.47117588956937,204.93896530966435,200.94235177913873,3,1.7817404946127624,0.1504104738995148,0.5034736360756467,7.229959112530527,0.20409200770754654,5,1.0081924856546505,-0.3393710694047103,28,-2.533108412079923,2.771326676195073,,1.8262295183879778,,,,,,,,,
HD 30562,UID_0022336_RVC_001.tbl,45,sho,-148.0277266946935,311.2821033484683,304.055453389387,4,0.14389125099805256,0.08884998190188154,0.8386313186417497,16.425457351781102,0.05851121818625482,9,0.9523899965777735,0.35402430538831675,45,1.6164605968768893,7.7665939398092,6.907755278982137,1.2628603775810454,,,,,,,,,
GJ 179,UID_0022627_RVC_002.tbl,30,matern32,-102.40786999074638,215.0193321264792,210.81573998149275,3,0.00030152334024080574,0.08695994958136022,0.9622870172236024,3.9182564828940314,0.6877376424571338,6,1.046752917003834,0.06481875427897155,30,-2.5527927881810686,4.1295244298369065,,1.8063880195213224,,,,,,,,,
HD 31253,UID_0022826_RVC_001.tbl,39,sho,-108.54084108024148,231.73592874500153,225.08168216048296,4,14.819642512570965,0.13024284499512534,0.48269440084846615,12.027683225247294,0.09965215803913607,7,0.988125161945612,-0.32234125102144606,39,0.6820035651413068,6.558136170197835,6.907755278982137,1.2103100833923215,,,,,,,,,
HD 33283,UID_0023889_RVC_001.tbl,25,sho,-79.28653079936133,171.44856489819546,166.57306159872266,4,6.156475874754804,0.1742758239152148,0.38846726260922393,2.6974650969679406,0.746506112277614,5,0.9247756969289709,-0.24976430840920605,25,2.1958783618749953,1.917452224197493,6.252400756128721,-6.855106755518733,,,,,,,,,
HD 32518,UID_0024003_RVC_001.tbl,58,matern32,-253.43336762549552,519.0480642826303,512.866735250991,3,3.8372007059253406,0.06352475578117822,0.9616688496944137,15.683985656916597,0.15327416080038458,11,1.0511174782555757,-0.28633003769396437,58,2.793434055145435,3.092893008756357,,2.306895983044816,,,,,,,,,
HD 37124,UID_0026381_RVC_001.tbl,30,matern32,-78.42845489116276,167.06050192731198,162.85690978232552,3,1.619434897293104e-08,0.07840531884732638,0.9857159633365524,10.01801815991004,0.12389528360257607,6,0.9814550172671784,-0.5024186686249195,30,-3.3672297114346827,7.557336599897922,,-7.972399897422774,,,,,,,,,
HD 37124,UID_0026381_RVC_002.tbl,15,matern32,-34.04314792178634,76.21044644687932,74.08629584357269,3,1.199677843999325e-05,0.15891677020014205,0.788348626876305,9.262555046294358,0.02599627463708476,3,0.6548635284928683,-0.8008743575620092,15,-3.9185676108749927,3.179652551710031,,-7.079237197126642,,,,,,,,,
HD 37124,UID_0026381_RVC_003.tbl,52,matern32,-137.0053398087286,285.8644107732015,280.0106796174572,3,0.4360832488719666,0.09650162397237153,0.681961715229535,24.012862496498034,0.007566322851606078,10,1.0051667909786703,0.7941373949846406,52,-3.377447221289586,8.027372086764144,,0.2856949405575706,,,,,,,,,
pi Men,UID_0026394_RVC_001.tbl,42,sho,-125.16989288652532,265.2904642461841,258.3397857730506,4,4.037930935786832,0.07935768996331177,0.9350701741038112,13.768767035211296,0.08799509542504358,8,0.957707272606652,0.5948229640362181,42,1.0079120596749447,4.789743497658008,6.907755278982137,-0.4063167008790362,,,,,,,,,
HD 39091,UID_0026394_RVC_002.tbl,28,sho,-86.02940547689073,185.38762899448227,180.05881095378146,4,3.999501881761276,0.14664009224028884,0.5355935625510345,2.173721441512213,0.824622554789495,5,0.7090029498886752,-0.8108398360276139,28,1.3962037438886301,4.985632985787408,6.907755278982137,-7.352391602836658,,,,,,,,,
HD 37605,UID_0026664_RVC_004.tbl,33,matern32,-73.15887913793681,156.80728096027306,152.31775827587362,3,6.404827258506529,0.10178217286916497,0.8498370457103999,11.920499481508504,0.0637660453813177,6,1.0023171634958932,0.1389004017251363,33,-3.8044963358272956,2.395696493615076,,0.6489416795947978,,,,,,,,,
HD 38529,UID_0027253_RVC_001.tbl,102,matern32,-326.61912713571485,667.1131727112825,659.2382542714297,3,3.3147102840302978e-09,0.18629234527922844,0.0014273208669676185,31.58495105107055,0.047926663790479385,20,0.77978046967123,2.708650268074109,102,1.2519653918501694,2.233125976414023,,-7.445572735977394,,,,,,,,,
HD 38529,UID_0027253_RVC_003.tbl,111,matern32,-431.7355234888637,877.5996375816644,869.4710469777274,3,5.7411853049416095e-12,0.09951654388880371,0.20733551945552842,26.86111722658861,0.139216772848191,20,0.9907957418419001,4.510384559807086,111,2.460293233027229,1.9126918355290898,,1.619370841759224,,,,,,,,,
HD 38529,UID_0027253_RVC_004.tbl,23,sho,-77.05732359006164,166.65662404383988,162.11464718012328,4,0.8422301463840824,0.10144181959795198,0.9528617959972022,4.810454152228751,0.30730472020406485,4,0.9901166605816664,1.6511402819343353,23,2.3529523789804707,2.785727538190565,2.7576526143374185,-4.023347166132822,,,,,,,,,
HD 38529,UID_0027253_RVC_005.tbl,52,matern32,-182.35973145645153,376.57319406864735,370.71946291290305,3,8.581423571740743e-09,0.09482942944264505,0.7022578787580547,9.996618757460931,0.4407899840677727,10,1.0411628707000167,-0.7412396118779654,52,0.05899980749642708,0.9719661610192628,,-6.556538016690811,,,,,,,,,
HD 38529,UID_0027253_RVC_006.tbl,45,sho,-155.16969337230194,325.56603670368514,318.33938674460387,4,3.441503553684953,0.15386826004577936,0.2138485860006465,11.335114212622154,0.25343603827544814,9,0.9859853811616339,-0.30369571088163916,45,2.163899913252829,4.782495009536784,1.5140270593834755,1.2446766192629812,,,,,,,,,
HD 38529,UID_0027253_RVC_007.tbl,80,matern32,-284.3028775605306,581.7518350250829,574.6057551210612,3,5.2918665005563525e-08,0.06552573845688481,0.8597064491876155,15.281107027019438,0.5041541660171645,16,0.9500052461528526,0.9884616811105258,80,2.0379353654080177,1.7768868711731378,,-6.8518641848287665,,,,,,,,,
HD 38529,UID_0027253_RVC_008.tbl,73,matern32,-247.31774606420578,507.50687045185674,500.63549212841156,3,1.107695766222605e-07,0.1024664273175171,0.4005080052432932,8.218375557791209,0.8776415552026959,14,0.9554607507986936,0.10299641344321486,73,1.9876963050106493,1.381965003009807,,-7.106061834327481,,,,,,,,,
HD 38529,UID_0027253_RVC_011.tbl,117,sho,-446.7140215913453,912.4767389218815,901.4280431826905,4,0.4128272131168842,0.04836307168806725,0.9347946418211902,22.02398207508548,0.33921072886969206,20,1.0029248363216152,0.5712742799493578,117,2.5007923058440076,3.0114925562995896,0.35172094766568673,0.9451649407878892,,,,,,,,,
HD 40307,UID_0027887_RVC_001.tbl,129,sho,-156.2364663075292,331.91218223250513,320.4729326150584,4,3.8317336831767363,0.08440540109226902,0.299900593614836,25.245954736153227,0.1921829875748421,20,0.9984395234030492,0.09526897061663453,129,-1.4102245498918482,4.1360491643036585,6.907755278982137,-0.3390779901854872,,,,,,,,,
HD 41004A,UID_0028393_RVC_002.tbl,103,matern32,-379.26657463451687,772.4373362337227,764.5331492690337,3,1.4371266843227204e-08,0.05564006424027956,0.8895376784289042,15.152195599233986,0.7676336879140753,20,0.9545987879740822,-0.3994251225740748,103,0.014281567779603368,0.46547437580686996,,-6.948605188546884,,,,,,,,,
HD 41004A,UID_0028393_RVC_003.tbl,149,sho,-546.0055626484218,1112.0269105206255,1100.0111252968436,4,3.9083801374338236,0.06477923071949898,0.5376910066428235,20.599181936444893,0.42105233304732903,20,0.9242210251169174,-0.32740301465433097,149,1.0360745637911455,2.906474487724895,6.907755278982137,-6.939566361926228,,,,,,,,,
HD 40979,UID_0028767_RVC_002.tbl,39,sho,-179.72710110572226,374.1084487959631,367.4542022114445,4,1.8036417271770233,0.13445264908821675,0.442675001992375,5.371660019935378,0.6147057825342852,7,0.9874328767702832,-0.16865929025192017,39,2.7000240094299026,4.520104903180643,6.907755278982137,2.9760386843689437,,,,,,,,,
HD 40979,UID_0028767_RVC_004.tbl,32,matern32,-147.86983343406587,306.1368745765309,301.73966686813174,3,3.226480330708114,0.12308868079782209,0.6720974714793301,8.19510097279011,0.22415539631340597,6,1.0092939187985424,-0.46503527785716736,32,3.0626613594120724,3.328412907605197,,2.680073123412856,,,,,,,,,
HD 40979,UID_0028767_RVC_005.tbl,91,matern32,-402.925714973459,819.3840084664685,811.851429946918,3,0.9539700641068407,0.09513259109415073,0.35968876722619814,6.311313104049413,0.9947626142278089,18,0.9955895405256965,-0.679894144802232,91,2.9648848255332334,2.921116786175867,,1.987297118381106,,,,,,,,,
HD 43691,UID_0030057_RVC_001.tbl,22,sho,-90.29491592896247,192.95400167135818,188.58983185792493,4,2.213656896408864,0.11284546116554059,0.9126763290143738,2.177070618488872,0.7032292781221603,4,0.9102957215421413,0.2821104133514405,22,2.3048554026735815,3.022293303787476,4.477522308027182,-1.238412117267909,,,,,,,,,
HD 45350,UID_0030860_RVC_001.tbl,38,sho,-104.36476067759936,223.27986599410428,216.72952135519873,4,2.1600368569352213e-06,0.13023149437959636,0.4987664183810999,6.940804766845897,0.43506920017076167,7,0.9615393117057087,-0.9137110260714367,38,1.1707147394486226,4.529239813887721,0.3476384554433453,-7.3871509928884835,,,,,,,,,
HD 45350,UID_0030860_RVC_002.tbl,28,sho,-78.1978495614333,169.7245171635674,164.3956991228666,4,0.8495278081313273,0.15389627739780865,0.4745546592106479,2.06927182676378,0.8394793350302834,5,0.8505295801264511,0.5505228516281462,28,0.7524253762159209,2.6045547410989087,6.340416345648842,-1.5427892355596349,,,,,,,,,
HD 45350,UID_0030860_RVC_003.tbl,45,matern32,-169.64344523213788,350.7068779335867,345.28689046427576,3,0.6992304992436971,0.07073452268227265,0.9661475644209085,9.39964690358752,0.4012303598734117,9,1.0086888291701965,-0.3753376381359579,45,0.9799175482532904,6.45324869250478,,1.569671404257571,,,,,,,,,
HD 45350,UID_0030860_RVC_004.tbl,30,matern32,-81.88496390408203,173.97351995315051,169.76992780816406,3,2.293725828045794,0.1822324574660825,0.24097317184165312,7.26177977952763,0.2973150558063191,6,0.8641239070057575,0.3125994135537433,30,1.1247897195854637,3.9483163611298697,,-4.786475404352274,,,,,,,,,
HD 45652,UID_0030905_RVC_001.tbl,19,sho,-66.04166914641851,143.8610942095028,140.08333829283703,4,1.6867929071017755,0.21741577042066684,0.28667028178396337,2.315023294336716,0.5096489538376392,3,0.946683616163958,0.04736921596889676,19,1.9852427403857185,2.620916212948684,2.5978313437627625,0.905309164107831,,,,,,,,,
6 Lyn,UID_0031039_RVC_001.tbl,30,matern32,-111.3638103080217,232.93121276102985,228.7276206160434,3,2.6851788986895997,0.1385101678500596,0.5655451471623247,3.0892357461326636,0.7975663773324599,6,1.0158774875099514,-0.5155227851483688,30,-2.2892638228052022,4.246381581264469,,1.977686457106818,,,,,,,,,
HD 46375,UID_0031246_RVC_001.tbl,50,matern32,-136.36700797107937,284.4700849584432,278.73401594215875,3,2.8016238861476666,0.08215249863799995,0.8610498925436065,9.351409105610468,0.49910968476599726,10,0.9892094051646577,0.35429362768614014,50,0.7131085362624815,0.7949706481220732,,0.7670621169767035,,,,,,,,,
HD 46375,UID_0031246_RVC_002.tbl,24,matern32,-58.44653444656339,126.42723038417061,122.89306889312678,3,1.9306696328421324,0.13806210265972985,0.6994811372363146,5.128516768358988,0.2743632340427917,4,1.0041738321420703,0.4906200261546707,24,-1.2339225588873353,2.281110633905674,,0.4907940356631003,,,,,,,,,
HD 47186,UID_0031540_RVC_001.tbl,66,matern32,-90.34454248507922,193.25804919623772,186.68908497015843,3,2.828826950462826e-09,0.06407341106433484,0.9331834148921277,15.548932233733158,0.2743471848448569,13,1.0188374977359786,0.532603565394103,66,-0.47844577998514065,3.23522965065646,,-0.43572052866314875,,,,,,,,,
7 CMa,UID_0031592_RVC_001.tbl,21,matern32,-72.32748155579807,153.7885304247664,150.65496311159615,3,1.0169689466042513,0.0920974199443596,0.986770004274974,2.335392662177509,0.6743329317508336,4,0.9912455454573136,-0.5419181251800809,21,-2.5716665608527385,4.8888641098238,,1.4488749912102301,,,,,,,,,
HD 47536,UID_0031688_RVC_001.tbl,38,matern32,-185.90507548795227,382.7229094550837,377.81015097590455,3,0.0005387915493599849,0.10903873138765807,0.7161739734084325,6.499811528156658,0.48274412953653667,7,1.006008143785215,-0.8526188870061171,38,-1.0973456571089333,3.336163161301106,,0.9577975751985903,,,,,,,,,
HD 48265,UID_0031895_RVC_002.tbl,17,matern32,-46.20395224630187,100.90754452477239,98.40790449260373,3,0.31421092683869745,0.10962953309134016,0.9726698452653286,3.982815227594075,0.2633257640392135,3,1.0481057834863852,0.07758036726226036,17,-3.1660991121586837,6.143312836695339,,0.4430218402550911,,,,,,,,,
HD 49674,UID_0032916_RVC_001.tbl,24,sho,-66.27481366453077,145.26184265045333,140.54962732906154,4,3.08285721497937,0.10043669292703827,0.9489107171294656,4.767633978955362,0.31198111235783044,4,0.9912658561304064,-0.8686894642615264,24,1.132587910557119,1.883286329009635,6.907755278982137,-2.0424443769705096,,,,,,,,,
HD 49674,UID_0032916_RVC_002.tbl,39,sho,-103.43757463807191,221.5293958606624,214.87514927614382,4,2.4239274162710274,0.09547198210453439,0.8361729877199044,9.17493623087525,0.24033923101183918,7,0.9799841946406348,-0.8656853864860077,39,0.9650435315892074,3.2939427167737056,3.0779874692716658,-7.7862525251599575,,,,,,,,,
HD 50499,UID_0032970_RVC_001.tbl,35,matern32,-101.62558877808293,213.9172217406341,209.25117755616586,3,0.436134492994384,0.11026396116555481,0.7474064546656995,4.203357777936225,0.7560793232226335,7,1.0088218100721227,-0.966721237692501,35,0.49752431267081426,4.553002825509364,,0.7483036472820831,,,,,,,,,
HD 50554,UID_0033212_RVC_002.tbl,29,matern32,-127.506407007717,265.11470150539344,261.012814015434,3,7.103710686351405e-07,0.0936666890738791,0.9403188528912259,5.923773813401921,0.31370687577322254,5,0.9751620226732037,-0.31449899254836033,29,3.3343713968052895,4.249041107814347,,-5.912548887546246,,,,,,,,,
HD 50554,UID_0033212_RVC_004.tbl,15,sho,-60.47684822807304,131.78589726055492,128.95369645614608,4,0.18274013625910612,0.1790156501190962,0.6584102858709535,1.024198570229625,0.7953968936371196,3,0.9635899773088191,0.1946133421011944,15,2.7195112293412227,6.1665438244023925,6.907755278982137,1.565355525055808,,,,,,,,,
HD 52265,UID_0033719_RVC_001.tbl,17,matern32,-41.09631240552816,90.69226484322496,88.19262481105632,3,6.137576068709905e-05,0.1372808017633278,0.8637942257092888,4.6294615164158355,0.2010292445824411,3,0.705604615164718,-0.9913574416481201,17,-3.6989794206479547,1.383665909801682,,-7.863021109673444,,,,,,,,,
HD 52265,UID_0033719_RVC_002.tbl,28,sho,-100.4329903900054,214.1947988207116,208.8659807800108,4,6.209917465307612,0.07795384556673901,0.9905806324122278,6.416140737872438,0.2678052578083169,5,0.9949539592223664,-0.7571227271210348,28,1.8444199053313175,5.4544331455424295,2.8554517290295176,1.711226308795121,,,,,,,,,
HD 52265,UID_0033719_RVC_003.tbl,91,matern32,-333.9572135972382,681.4470057140269,673.9144271944764,3,2.10852346071988e-06,0.08184001337308039,0.5482368660815675,21.16405558151246,0.27121720320351617,18,0.9266037717312141,0.4359525970065645,91,2.0525220185108433,3.572231151260163,,-6.850961772352808,,,,,,,,,
HD 63454,UID_0037284_RVC_001.tbl,26,sho,-81.02919124159897,175.09076863528387,170.05838248319793,4,2.0191241409629583,0.10016047045404564,0.9334639067758325,12.233982435511752,0.03171859508952091,5,0.936696789131537,-0.0004586495921183875,26,1.1300314379977265,2.3907445264001406,6.907755278982137,1.4704939803116008,,,,,,,,,
Beta Gem,UID_0037826_RVC_001.tbl,165,matern32,-544.3060944611279,1103.9300253439576,1094.6121889222559,3,0.6719240514133844,0.10850913295129105,0.038011563924899905,35.39959391586167,0.01807645297330307,20,0.7772320374809661,0.648155629030736,165,1.955498601711682,-2.9867805601726554,,-6.5329093197291135,,,,,,,,,
Beta Gem,UID_0037826_RVC_002.tbl,19,sho,-78.99777123147481,169.7732983796154,165.99554246294963,4,1.7213189184888051,0.20919515927221982,0.32934622835306027,3.1848221313580365,0.3639976168034218,3,0.9629118582317373,-0.19224871761020834,19,2.5551618623097174,2.516069758865122,6.907755278982137,2.4636214318840612,,,,,,,,,
Beta Gem,UID_0037826_RVC_003.tbl,32,matern32,-147.6799728506396,305.7571534096784,301.3599457012792,3,3.3599060860687473,0.09653466594124205,0.8988848317664251,10.874381573513185,0.09233727951009651,6,0.9848752935171937,-0.7972571579813361,32,2.8618917504426196,3.3320616428038736,,-4.586704800360192,,,,,,,,,
Beta Gem,UID_0037826_RVC_004.tbl,22,matern32,-81.43293286123071,172.13899308253636,168.86586572246142,3,7.594517135443027,0.1621399304703675,0.5552630441364856,3.1924577872931037,0.5261500046145131,4,1.0573659973436136,0.5897048337389821,22,-2.235978781371764,7.691184016991649,,1.9999689143623858,,,,,,,,,
Pollux,UID_0037826_RVC_007.tbl,80,matern32,-278.20512132523675,569.5563225544952,562.4102426504735,3,4.240519047016278e-11,0.07918301991983653,0.6677884127455096,16.70823039348661,0.40471586180055574,16,1.0029252271393885,0.2786282893402223,80,1.880981701679393,3.2574809639858624,,1.4913595485424622,,,,,,,,,
HD 65216,UID_0038558_RVC_001.tbl,70,matern32,-230.1813513035726,473.1081883332933,466.3627026071452,3,0.8375701633037238,0.08683765984829411,0.6348929115355416,19.446688375847334,0.14857321983058325,14,1.009064883930418,-0.5447493808952375,70,-2.7046045466979884,5.86901466063653,,1.1784478270049141,,,,,,,,,
HD 66428,UID_0039417_RVC_001.tbl,29,sho,-73.47211878321836,160.41342088638262,154.94423756643673,4,0.003500132446731641,0.09470638727597497,0.9352901428919643,6.643741231699288,0.2485121265892546,5,1.0047682529044355,-0.3772409329120836,29,0.868399781897679,5.673882950856838,2.0921407915173775,-0.8179949562855096,,,,,,,,,
HD 69830,UID_0040693_RVC_001.tbl,74,matern32,-89.95750684073107,192.82720896107466,185.91501368146214,3,0.0015131390933902367,0.07668011558952348,0.7477529129978843,6.295403392000772,0.9584875899355007,14,0.9581690381037098,1.1192330043525223,74,-4.709086686844826,0.7224146780842227,,-9.314256872832917,,,,,,,,,
HD 69830,UID_0040693_RVC_003.tbl,31,sho,-95.104354478672,203.94465777528458,198.208708957344,4,12.308564390537313,0.11091790935246026,0.800458493920164,2.7909726465960722,0.834587477776501,6,0.9856993499326429,-0.018413934141232158,31,0.9774974433963031,5.0259971453298276,6.907755278982137,1.401043339565223,,,,,,,,,
HD 70642,UID_0040952_RVC_001.tbl,28,matern32,-79.76307303839553,169.5227596073167,165.52614607679106,3,0.48043320716287496,0.09774856092009937,0.9280597153615316,2.440012875432922,0.7855008989571176,5,1.0136290364974718,0.3290940479149542,28,0.972410862511679,6.254178326987825,,0.4802669104310578,,,,,,,,,
HD 70642,UID_0040952_RVC_002.tbl,21,sho,-56.31991772936706,124.81792520962782,120.63983545873413,4,2.9574801689322996,0.10686530579269737,0.9494732746927801,1.4316010013868041,0.8386844340975881,4,0.8783383467804655,-0.4791458182318791,21,0.885762298855232,4.673241245654538,3.677385015079809,-5.220097719305825,,,,,,,,,
omicron UMa,UID_0041704_RVC_001.tbl,26,matern32,-88.89896961654499,187.57222884715443,183.79793923308998,3,2.336042549147365,0.10312567896535485,0.9184869124280888,6.468790753006479,0.26323644258027934,5,1.0439579695287884,0.14173758299705197,26,0.5593092048336732,7.872774771235856,,1.5448359466826105,,,,,,,,,
HD 72659,UID_0042030_RVC_002.tbl,32,sho,-100.22629245041445,214.3155285120278,208.4525849008289,4,5.920443726381563e-07,0.11489328856488124,0.7495706950826054,2.008280063237807,0.9189355124963358,6,1.0183594593770122,0.17484541426643085,32,2.24887110695465,7.226006722553333,2.830524790445605,1.0114335235122338,,,,,,,,,
HD 72659,UID_0042030_RVC_003.tbl,53,matern32,-185.12842597856516,382.1677276977867,376.2568519571303,3,0.0003304917599109558,0.1315076489048721,0.29221812666588665,6.107068097074708,0.8061890241053273,10,0.7588781544502523,-0.7141094855415884,53,-2.5751002509853578,2.0972335706635494,,-7.180270436973449,,,,,,,,,
HD 73267,UID_0042202_RVC_001.tbl,39,matern32,-78.18538215009728,167.3614492385835,162.37076430019457,3,0.0004911357515737791,0.10109140843208009,0.7831691724225203,19.674614477397856,0.006317100180873059,7,1.0662124108732132,0.19913619692960616,39,-3.770404831309422,7.369432471338563,,-2.044325159868516,,,,,,,,,
HD 73526,UID_0042282_RVC_001.tbl,18,sho,-70.19269220033509,151.94687143225482,148.38538440067018,4,2.902102632276538,0.1468265207271784,0.7806193189770034,5.854532075889784,0.11890607264494557,3,1.0959402178213942,-0.8547785618993062,18,2.052761750175716,4.091981773021685,6.907755278982137,-6.462442556195991,,,,,,,,,
HD 73526,UID_0042282_RVC_002.tbl,30,sho,-115.90694059272452,245.41867071209768,239.81388118544905,4,3.16945692466534,0.13127252673199175,0.6321780299679206,10.471158416103886,0.10616189276581922,6,1.0037943989435252,-0.15804287348089163,30,2.4460986402302596,4.524672246160344,3.8129663571057852,1.5765351283207012,,,,,,,,,
HD 74156,UID_0042723_RVC_002.tbl,44,matern32,-160.1056759758071,331.563920853369,326.2113519516142,3,0.35113937816325347,0.09488046080538581,0.7882670078844844,4.785188710136388,0.7802693563515799,8,1.0360288038141623,-0.45974773547063874,44,-0.021946201837274183,1.3923758315501722,,1.2403575385519432,,,,,,,,,
HD 74156,UID_0042723_RVC_003.tbl,51,sho,-194.27054386401642,404.26839025893014,396.54108772803284,4,1.6681439667019617,0.09778915757847662,0.6774575715947997,10.92502407693583,0.3633891116903665,10,0.8045070437591608,-0.7069648690044348,51,1.7010571411225521,3.7151234216189346,6.907755278982137,-6.743066926690224,,,,,,,,,
HD 74156,UID_0042723_RVC_004.tbl,82,sho,-280.68852771376817,579.0039324165933,569.3770554275363,4,0.27909280889230104,0.13676040943369516,0.0845564680933022,7.76108849706171,0.9556625016711873,16,0.855989502302901,0.7122548463154654,82,1.2866659760363137,4.204105745457971,6.907755278982137,-5.116289858249314,,,,,,,,,
HD 75289,UID_0043177_RVC_002.tbl,30,sho,-90.58131462555164,194.7674187777519,189.16262925110328,4,2.885957559030601,0.13290840868262133,0.6170037105447015,4.78909428162932,0.5711340477761455,6,0.9156072339027044,-0.46767154818353474,30,1.5324298664337652,5.213633334965773,2.4376109326091866,-7.4187173604578085,,,,,,,,,
HD 75289,UID_0043177_RVC_003.tbl,88,sho,-301.0042595817387,619.9178664213903,610.0085191634774,4,0.520886286870109,0.0989786809188681,0.33251901369331527,17.13475179670092,0.44527336199397194,17,0.7800029760938694,0.07491138053977764,88,0.917471708314026,2.711705520061616,6.907755278982137,-7.019172910952918,,,,,,,,,
55 Cnc,UID_0043587_RVC_002.tbl,250,matern32,-787.3605441240588,1591.2854710017043,1580.7210882481177,3,5.64937359981127,0.04719793818959983,0.6162000002189907,11.781547670289152,0.9233896982744669,20,1.0002201589980162,-0.4281625814830319,250,1.5273331297734867,1.8059910514746693,,0.8036371623112791,,,,,,,,,
55 Cnc,UID_0043587_RVC_003.tbl,146,sho+matern32,-481.2602725893419,992.4221849089339,974.5205451786838,6,7.7494572167938145,0.048397937165455596,0.8670895482676755,12.957006315090203,0.8792210801667947,20,0.9772899540324712,0.8022380775306477,146,,,,0.7985505476617892,,,,,2.338493301102634,7.921962275703181,-0.6930897167415239,1.4808621597795861,2.0858211487145755
55 Cnc,UID_0043587_RVC_004.tbl,119,matern32,-357.1398661810699,728.6171028414744,720.2797323621398,3,2.0579136617016047e-08,0.13273047599037746,0.02739631784775065,39.43444439341277,0.005884892722085477,20,0.6938134245007467,1.4212733940834816,119,1.354517700775485,1.2552996457782708,,-7.52308395829965,,,,,,,,,
55 Cnc,UID_0043587_RVC_005.tbl,48,matern32,-168.33647281848417,348.286548669692,342.67294563696834,3,0.018966883512376853,0.08691339835078327,0.8307428657432112,11.656645213201866,0.2333652345475027,9,1.0109043431109133,-0.13724312931264793,48,-2.501390058395385,7.796152730635791,,1.2109630652904948,,,,,,,,,
HD 75732,UID_0043587_RVC_007.tbl,24,sho,-57.88783622544537,128.48788777228253,123.77567245089074,4,1.8877389601121948,0.263832288719848,0.05793348249412278,4.774205277809044,0.31125967051830616,4,0.9980250387431093,0.8419214477635322,24,0.2498470286879114,3.956910707749102,3.6418770144683226,0.7484931275559323,,,,,,,,,
HD 75898,UID_0043674_RVC_001.tbl,20,sho,-54.63523601386011,121.25340112193618,117.27047202772022,4,2.9474330775205786,0.1398454418204047,0.779080317065882,1.6780069391577197,0.7947087073718366,4,0.9897900204619292,0.9904411336438317,20,0.8984742111904792,1.7055421361931633,6.907755278982137,1.0310794263073362,,,,,,,,,
HD 76700,UID_0043686_RVC_001.tbl,35,sho,-107.9903967185657,230.20218568308906,223.9807934371314,4,1.936288850870028,0.17586391404590895,0.2035494125420131,7.352552618919207,0.39311763437364045,7,0.9042282562019727,-0.18065662923066128,35,1.255133399599527,5.88680742466531,6.907755278982137,0.7972019080366765,,,,,,,,,
HD 76700,UID_0043686_RVC_002.tbl,24,matern32,-74.59292403699052,158.7200095650249,155.18584807398105,3,1.0050337255284774,0.18498371899401234,0.3412995368263456,5.631268538760581,0.2284295658851112,4,0.8847416991091966,0.5614854681313837,24,-2.9977491109834355,4.019567135266819,,0.9970516985253323,,,,,,,,,
GJ 328,UID_0043790_RVC_001.tbl,58,matern32,-183.50221179433734,379.18575262031396,373.0044235886747,3,7.370232424364076e-09,0.1092660894490598,0.4605486191392105,5.291019869160153,0.9162575573423852,11,0.8928254104618917,0.5940609286005736,58,-2.8684544492123596,7.634435990772849,,-7.473624635200451,,,,,,,,,
HD 80606,UID_0045982_RVC_001.tbl,46,matern32,-141.64040025309617,294.76672469565966,289.28080050619235,3,4.365091399449739e-09,0.08038181816249867,0.9043348053366518,7.095278859107871,0.6272000585954345,9,0.9148335564531245,0.3285605138409724,46,1.2254289714502244,4.325523509903547,,-7.45494912205511,,,,,,,,,
HD 80606,UID_0045982_RVC_002.tbl,19,matern32,-78.03406860121393,164.90145413992718,162.06813720242786,3,0.3051246513745838,0.11112179745233708,0.9525942872929825,4.309036339173793,0.2299694860067908,3,1.0032942310189294,-0.6845710215163083,19,-1.8478576569986354,1.9501155795632628,,1.8483280127244615,,,,,,,,,
HD 80606,UID_0045982_RVC_003.tbl,48,matern32,-141.43842883231832,294.49046069736033,288.87685766463665,3,0.009610645931815043,0.169333435826594,0.1132468831565503,3.6698982592078457,0.9317663148628287,9,0.8227853534700704,0.4583686613230591,48,1.5468244148254269,-2.341563601351638,,-6.919175703058574,,,,,,,,,
HD 80606,UID_0045982_RVC_004.tbl,55,matern32,-231.8598064332555,475.7416124222084,469.719612866511,3,6.129426907364177e-06,0.07850429566855144,0.860530159852846,13.807191567027726,0.24384658672250215,11,0.997086139262828,0.655903826082902,55,2.5363804049277303,2.0769450781806755,,-5.85193647526784,,,,,,,,,
HD 80606,UID_0045982_RVC_007.tbl,23,sho,-74.95725192770874,162.45648071913408,157.91450385541748,4,2.39621210030802,0.09917337553548897,0.9607351186104169,1.7800079115150165,0.7761379269370059,4,0.99554436671969,0.31204983114415086,23,1.5970424110482784,3.124387703882207,1.2794045833012182,1.4155795731214726,,,,,,,,,
